date,cc,data,hdi,corruption,is_near_war
2023-03-28,SK,"[[3100,2],[2795,2],[2966,5],[3101,2],[3237,0],[3202,0],[3015,5]]",0.855,52,False
2023-03-28,CZ,"[[8320,1],[8139,1],[8494,5],[8973,6],[8483,6],[8801,0],[8692,6]]",0,50,False
2023-03-28,HU,"[[12873,0],[12687,2],[12631,8],[12994,6],[13674,3],[13696,4],[13511,3]]",0.851,43,False
2023-03-28,AT,"[[15169,1],[15633,0],[16064,3],[16810,0],[17072,5],[17202,3],[17180,1]]",0.926,74,False
2023-03-28,PL,"[[14809,52],[15093,24],[14962,5],[15574,2],[15223,3],[15127,2],[15140,8]]",0.881,56,False
2023-03-28,RO,"[[17678,161],[17147,126],[16949,122],[17670,156],[18239,176],[18605,127],[17743,153]]",0.827,45,False
2023-03-28,UA,"[[33,3],[48,0],[31,2],[35,2],[49,1],[50,13],[50,1]]",0.734,32,False
2023-03-28,SI,"[[2402,1],[2487,1],[2623,0],[2826,0],[3217,1],[3154,1],[2809,0]]",0.926,57,False
2023-03-28,IT,"[[47429,13],[48244,6],[50411,4],[54296,7],[54247,6],[49329,7],[53402,7]]",0.906,56,False
2023-03-28,HR,"[[8553,5],[9004,4],[9092,2],[10407,0],[11738,2],[10901,3],[9687,2]]",0.878,47,False
2023-03-28,RS,"[[7955,0],[7739,0],[7631,1],[8230,2],[9605,4],[9410,5],[8539,3]]",0.805,38,False
2023-03-28,BA,"[[5200,0],[5808,0],[5917,3],[6446,0],[6896,0],[6831,0],[6128,0]]",0.779,35,False
2023-03-28,DE,"[[73078,12],[73575,12],[74033,12],[75713,26],[72716,17],[73556,14],[77958,7]]",0.95,80,False
2023-03-28,MD,"[[29,0],[37,0],[41,2],[33,2],[31,0],[28,1],[33,3]]",0.763,36,False
2023-03-28,AL,"[[2123,0],[2434,0],[2324,0],[2688,1],[3189,1],[2959,0],[2353,0]]",0.789,35,False
2023-03-28,ME,"[[1524,0],[1841,0],[1862,0],[1989,1],[2274,0],[2177,0],[1820,0]]",0.844,46,False
2023-03-28,BG,"[[12376,251],[11982,245],[11736,242],[12994,369],[13816,405],[14188,393],[12493,420]]",0.799,42,False
2023-03-28,GR,"[[21995,3],[24860,4],[25161,1],[27548,83],[31283,10],[28098,7],[25977,18]]",0.893,49,False
2023-03-28,MK,"[[1461,0],[1752,0],[1893,0],[1962,0],[2255,0],[1951,0],[1864,0]]",0.765,39,False
2023-03-28,TR,"[[28721,1304],[28310,797],[27486,955],[32342,922],[32562,1167],[35563,1424],[31702,1437]]",0.855,38,False
2023-03-28,LT,"[[1487,28],[1505,0],[1464,1],[1440,0],[1363,1],[1565,7],[1459,0]]",0.879,61,False
2023-03-28,CH,"[[6731,5],[7557,1],[7460,0],[8201,6],[8401,2],[7847,1],[7686,4]]",0.967,84,False
2023-03-28,LU,"[[1095,0],[1131,0],[1225,0],[1288,0],[1317,0],[1361,0],[1388,0]]",0.927,81,False
2023-03-28,CN,"[[71290,57],[73267,134],[68428,47],[76427,66],[64252,41],[67912,16],[76973,55]]",0.788,45,False
2023-03-28,MX,"[[23799,254],[24711,324],[25056,268],[28713,259],[29312,267],[27375,274],[26233,148]]",0.781,31,False
2023-03-28,BM,"[[411,0],[400,0],[695,0],[678,0],[493,0],[313,0],[270,0]]",0,50,False
2023-03-28,AM,"[[713,37],[726,54],[734,35],[771,13],[783,14],[620,12],[532,17]]",0.786,49,False
2023-03-28,IR,"[[14078,50],[14608,52],[13624,20],[14783,20],[14423,25],[15077,42],[13099,16]]",0,50,False
2023-03-28,AZ,"[[2946,141],[2735,94],[1564,4],[2251,3],[1912,0],[2007,19],[3188,3]]",0.76,30,False
2023-03-28,GE,"[[1188,38],[1058,32],[1015,17],[1129,18],[1107,35],[1240,45],[1261,41]]",0.814,55,False
2023-03-28,IQ,"[[7490,256],[7592,270],[7792,272],[7559,268],[7315,284],[8409,289],[8216,254]]",0.673,23,False
2023-03-28,KW,"[[1854,0],[2027,3],[2106,1],[1928,7],[2028,0],[2114,1],[1974,1]]",0.847,43,False
2023-03-28,SA,"[[14193,19],[16314,28],[16759,21],[16830,6],[17246,2],[15445,17],[14213,2]]",0.875,53,False
2023-03-28,SY,"[[193,37],[285,31],[197,35],[185,18],[196,34],[207,28],[150,24]]",0,50,False
2023-03-28,LB,"[[207,77],[231,63],[207,84],[183,54],[180,107],[210,93],[202,79]]",0.723,24,False
2023-03-28,JO,"[[1413,36],[2026,37],[2047,30],[1994,34],[1834,44],[1527,25],[1470,21]]",0.736,49,False
2023-03-28,CY,"[[4287,387],[5002,135],[5055,319],[5357,112],[5118,132],[4928,180],[4834,186]]",0.907,53,False
2023-03-28,PS,"[[459,10],[516,19],[579,39],[647,24],[582,38],[510,34],[517,9]]",0.716,50,False
2023-03-28,IL,"[[2188,92],[2541,67],[2811,138],[2804,60],[2552,101],[2361,126],[2425,30]]",0.915,59,False
2023-03-28,EG,"[[6482,33],[7295,10],[7038,15],[7188,2],[8243,10],[7702,42],[7524,0]]",0.728,33,False
2023-03-28,JP,"[[66005,7],[68852,3],[68809,1],[69721,4],[69165,12],[68276,23],[66400,14]]",0.92,73,False
2023-03-28,KP,"[[468,0],[498,0],[469,0],[493,0],[475,0],[482,0],[403,0]]",0,16,False
2023-03-28,KR,"[[8887,9],[9723,8],[9315,1],[9450,0],[9136,0],[9040,1],[8594,0]]",0.929,62,False
2023-03-28,DZ,"[[3311,0],[3716,0],[3659,0],[4319,0],[4541,0],[3459,1],[3484,0]]",0.745,33,False
2023-03-28,MA,"[[4855,0],[5010,0],[5281,0],[6394,0],[7298,0],[6286,0],[5893,0]]",0.698,39,False
2023-03-28,TN,"[[1468,6],[1447,1],[1444,0],[1804,0],[1860,0],[1887,0],[1938,0]]",0.732,44,False
2023-03-28,LY,"[[273,0],[267,0],[399,0],[442,0],[383,0],[369,0],[405,0]]",0.746,17,False
2023-03-28,MT,"[[724,0],[748,0],[867,0],[741,0],[809,0],[862,0],[1031,0]]",0.915,54,False
2023-03-28,GI,"[[76,0],[72,0],[84,0],[75,0],[95,0],[79,0],[71,0]]",0,50,False
2023-03-28,AD,"[[161,0],[167,0],[182,0],[178,0],[160,0],[147,0],[149,0]]",0.884,50,False
2023-03-28,IN,"[[60049,61],[62989,43],[61657,18],[65105,12],[59531,39],[63471,42],[64341,30]]",0.644,40,False
2023-03-28,NP,"[[72,0],[57,0],[65,0],[81,0],[77,0],[60,0],[50,0]]",0.601,33,False
2023-03-28,MM,"[[2371,32],[1996,21],[1979,25],[2084,22],[2219,61],[2444,67],[2712,76]]",0.608,28,False
2023-03-28,PK,"[[1499,11],[1662,1],[1530,0],[1473,1],[1521,13],[1599,10],[1706,3]]",0.54,28,False
2023-03-28,HK,"[[2136,4],[2269,0],[2234,1],[2325,3],[2105,2],[2146,1],[2123,0]]",0.956,76,False
2023-03-28,MO,"[[531,0],[562,0],[549,0],[602,0],[560,0],[597,0],[599,0]]",0,50,False
2023-03-28,TW,"[[12381,4],[12940,1],[13053,5],[13184,4],[13632,8],[13698,4],[12476,0]]",0,68,False
2023-03-28,PH,"[[9848,2],[11085,4],[10471,5],[10950,0],[10878,5],[10741,4],[10137,2]]",0.71,33,False
2023-03-28,LA,"[[462,0],[490,0],[510,0],[655,0],[731,1],[735,0],[670,0]]",0,50,False
2023-03-28,TH,"[[12924,4],[13347,6],[13116,8],[13047,3],[13166,14],[12928,5],[12798,17]]",0.803,35,False
2023-03-28,VN,"[[8641,1],[8904,0],[8297,0],[11352,0],[11121,0],[11360,4],[10371,0]]",0,50,False
2023-03-28,OM,"[[8464,1],[8887,0],[8629,2],[8943,0],[8910,0],[8539,0],[8142,0]]",0.819,52,False
2023-03-28,AE,"[[10615,7],[11364,6],[10753,0],[11283,1],[11127,2],[11387,4],[10834,4]]",0.937,69,False
2023-03-28,CU,"[[7041,6],[6825,0],[5079,0],[5576,0],[5911,0],[5804,0],[5569,0]]",0.764,46,False
2023-03-28,BS,"[[18288,1],[19314,6],[19179,0],[21129,3],[24818,0],[23368,2],[19109,0]]",0.82,64,False
2023-03-28,BZ,"[[480,0],[578,0],[547,0],[644,0],[689,0],[644,0],[499,0]]",0.7,50,False
2023-03-28,HN,"[[1470,0],[1708,0],[1549,1],[1657,0],[1959,0],[1736,1],[1425,1]]",0.624,23,False
2023-03-28,KY,"[[1606,0],[1628,0],[1629,0],[1756,0],[1887,0],[1750,0],[1609,0]]",0,50,False
2023-03-28,GT,"[[1052,0],[1214,1],[1024,0],[859,0],[767,0],[769,0],[745,0]]",0.629,25,False
2023-03-28,SV,"[[613,1],[700,0],[635,0],[720,0],[700,0],[666,1],[577,0]]",0.674,34,False
2023-03-28,NI,"[[2206,0],[2385,1],[2428,0],[2519,0],[2814,0],[2700,0],[2243,0]]",0.669,20,False
2023-03-28,JM,"[[101,0],[114,0],[125,0],[114,0],[110,0],[110,0],[113,0]]",0.706,44,False
2023-03-28,DO,"[[4278,0],[4343,0],[4105,0],[4735,0],[5295,0],[4581,0],[4352,0]]",0.766,30,False
2023-03-28,PR,"[[3628,1],[3754,1],[3878,0],[4129,0],[5159,0],[4460,0],[3775,0]]",0,50,False
2023-03-28,VI,"[[707,0],[767,0],[851,0],[772,0],[1016,0],[992,0],[902,0]]",0,50,False
2023-03-28,BQ,"[[687,0],[703,0],[637,0],[722,0],[829,0],[817,0],[693,0]]",0,50,False
2023-03-28,CW,"[[196,0],[238,0],[182,0],[199,0],[271,0],[251,0],[222,0]]",0,50,False
2023-03-28,AW,"[[562,0],[637,0],[579,0],[607,0],[985,1],[752,0],[667,0]]",0,50,False
2023-03-28,VG,"[[78,0],[113,0],[93,0],[112,0],[239,0],[181,0],[149,0]]",0,50,False
2023-03-28,AI,"[[211,0],[218,0],[194,0],[212,0],[304,0],[222,0],[189,0]]",0,50,False
2023-03-28,AG,"[[299,0],[279,0],[264,0],[317,0],[426,0],[317,0],[333,0]]",0.826,50,False
2023-03-28,QA,"[[5989,4],[6343,5],[5717,0],[6023,6],[6136,0],[6386,4],[6340,1]]",0.875,63,False
2023-03-28,BH,"[[1223,0],[1372,1],[1295,0],[1383,2],[1342,0],[1348,0],[1319,0]]",0.888,42,False
2023-03-28,BB,"[[443,0],[475,0],[500,0],[482,1],[540,0],[441,0],[410,0]]",0.809,65,False
2023-03-28,GY,"[[241,0],[243,0],[254,0],[269,0],[277,1],[263,0],[269,0]]",0.742,39,False
2023-03-28,TT,"[[455,0],[497,0],[495,0],[565,0],[513,0],[490,0],[591,0]]",0.814,41,False
2023-03-28,MQ,"[[296,0],[244,0],[326,0],[315,0],[353,0],[358,0],[314,0]]",0,50,False
2023-03-28,DM,"[[323,0],[309,0],[371,0],[304,1],[381,0],[293,1],[323,0]]",0.74,55,False
2023-03-28,GP,"[[739,0],[709,0],[732,0],[689,0],[828,0],[801,0],[717,2]]",0,50,False
2023-03-28,LC,"[[194,0],[144,0],[164,0],[196,0],[198,0],[189,0],[201,0]]",0.725,56,False
2023-03-28,VC,"[[330,0],[342,0],[368,0],[392,0],[406,0],[380,0],[435,0]]",0.772,59,False
2023-03-28,KN,"[[231,0],[223,0],[247,0],[244,0],[289,0],[232,0],[258,2]]",0.838,50,False
2023-03-28,MS,"[[168,0],[176,0],[195,0],[181,1],[205,0],[179,0],[217,0]]",0,50,False
2023-03-28,GD,"[[424,0],[493,0],[494,0],[489,0],[519,0],[568,0],[669,0]]",0.793,53,False
2023-03-28,VE,"[[2517,0],[2389,0],[2460,0],[2773,0],[2769,0],[2688,1],[2268,3]]",0,50,False
2023-03-28,MV,"[[382,0],[147,0],[130,0],[214,0],[166,0],[158,0],[170,0]]",0.762,40,False
2023-03-28,LK,"[[578,0],[656,0],[633,0],[905,1],[828,0],[828,0],[814,0]]",0.78,37,False
2023-03-28,MY,"[[11202,15],[11544,7],[11865,10],[12467,5],[11719,11],[12092,5],[11193,4]]",0.807,48,False
2023-03-28,ID,"[[8873,2],[9076,0],[9387,1],[10092,5],[9334,19],[10133,3],[9904,1]]",0.713,38,False
2023-03-28,SG,"[[608,0],[629,1],[642,1],[645,2],[638,2],[653,1],[615,0]]",0.949,85,False
2023-03-28,KH,"[[416,0],[523,0],[493,0],[452,0],[463,0],[445,0],[408,3]]",0.6,23,False
2023-03-28,CO,"[[10199,1],[11130,3],[10017,0],[11902,7],[11179,4],[11407,0],[10040,1]]",0.758,39,False
2023-03-28,PA,"[[3254,5],[3408,6],[3198,10],[3394,1],[3411,0],[3489,0],[3237,1]]",0.82,36,False
2023-03-28,CR,"[[1552,0],[1601,0],[1696,0],[1660,0],[1675,0],[1711,0],[1460,0]]",0.806,58,False
2023-03-28,BN,"[[709,0],[711,0],[708,0],[745,0],[703,0],[670,0],[626,0]]",0,50,False
2023-03-28,CI,"[[650,0],[762,0],[765,0],[768,0],[710,0],[680,0],[800,1]]",0,50,False
2023-03-28,BR,"[[43041,31],[45119,11],[44010,12],[45021,16],[41893,32],[37945,15],[41779,7]]",0.76,38,False
2023-03-28,PE,"[[1437,0],[888,0],[931,0],[1050,0],[1615,0],[1594,0],[1549,0]]",0.762,36,False
2023-03-28,AU,"[[50863,18],[53373,10],[56019,24],[52321,12],[36390,8],[47759,15],[54853,14]]",0.946,73,False
2023-03-28,ZA,"[[3574,2],[3877,4],[3778,2],[4050,1],[3444,1],[3956,1],[3971,1]]",0.717,44,False
2023-03-28,UY,"[[943,0],[947,0],[1147,0],[1076,0],[1110,0],[1077,0],[1074,0]]",0.83,73,False
2023-03-28,AR,"[[1867,1],[1774,2],[1787,2],[1922,0],[1948,0],[1881,0],[1909,2]]",0.849,38,False
2023-03-28,CL,"[[404,0],[257,0],[278,0],[332,0],[298,0],[241,0],[318,0]]",0.86,67,False
2023-03-28,NZ,"[[6362,5],[7442,7],[8000,15],[7592,12],[5582,4],[7214,10],[7626,12]]",0.939,88,False
2023-04-04,RU,"[[25707,2186],[27752,2393],[25990,2071],[29293,1960],[29442,2316],[29924,2426],[26058,1811]]",0.821,29,False
2023-04-04,NO,"[[10447,2],[10830,5],[9041,6],[8277,0],[8726,0],[10442,3],[11817,0]]",0.966,85,False
2023-04-04,FI,"[[2631,1],[2940,0],[2536,2],[2321,0],[2095,1],[2516,0],[2505,0]]",0.942,88,False
2023-04-04,IS,"[[3844,0],[3795,0],[4009,1],[4268,0],[4237,0],[4286,1],[3512,0]]",0.959,74,False
2023-04-04,SE,"[[12094,2],[13870,0],[12509,2],[11661,0],[10267,1],[12139,1],[13070,1]]",0.952,85,False
2023-04-04,AX,"[[630,0],[795,0],[643,0],[610,0],[519,0],[628,0],[666,0]]",0,50,False
2023-04-04,LV,"[[1835,0],[1963,0],[1712,0],[1992,0],[1742,14],[1848,2],[1844,1]]",0.879,59,False
2023-04-04,EE,"[[1510,0],[1489,0],[1467,0],[1665,0],[1633,6],[1615,0],[1626,0]]",0.899,74,False
2023-04-04,GB,"[[57042,45],[55343,14],[54894,48],[56787,89],[52719,74],[55580,27],[54562,7]]",0,50,False
2023-04-04,FO,"[[1222,0],[1462,0],[1615,0],[1631,0],[1850,0],[1927,0],[1367,0]]",0,50,False
2023-04-04,DK,"[[7840,0],[8316,0],[7332,3],[7570,0],[7233,0],[7791,0],[8562,1]]",0.952,88,False
2023-04-04,US,"[[1116671,511],[1129951,530],[1100879,399],[1200758,509],[1067195,396],[1027238,290],[1195676,610]]",0,50,False
2023-04-04,CA,"[[82661,12],[86492,14],[81384,15],[87756,9],[78236,25],[75820,15],[80776,16]]",0.935,74,False
2023-04-04,KZ,"[[4973,72],[6863,69],[7725,54],[7642,84],[5832,76],[7811,99],[7583,54]]",0.802,37,False
2023-04-04,UA,"[[29,5],[28,0],[44,5],[51,5],[43,1],[37,2],[37,3]]",0.734,32,False
2023-04-04,BY,"[[343,1],[445,1],[367,4],[385,2],[374,20],[438,2],[419,0]]",0.801,41,False
2023-04-04,IE,"[[15310,3],[15132,1],[15381,10],[16493,7],[15482,0],[15639,0],[13838,0]]",0.95,74,False
2023-04-04,FR,"[[98095,25],[100647,17],[97207,88],[112637,23],[111312,24],[108070,37],[112089,8]]",0.91,71,False
2023-04-04,ES,"[[75410,10],[76172,6],[74181,14],[78504,5],[85994,1],[80631,5],[79436,3]]",0.911,61,False
2023-04-04,JE,"[[265,0],[282,0],[263,0],[270,0],[285,0],[225,1],[246,0]]",0,50,False
2023-04-04,GG,"[[763,0],[718,0],[665,0],[766,0],[734,0],[640,0],[617,0]]",0,50,False
2023-04-04,PT,"[[19253,0],[19119,0],[18172,2],[20064,0],[24076,4],[20887,1],[18454,1]]",0.874,62,False
2023-04-04,BE,"[[12256,1],[12704,0],[12020,8],[12083,1],[11600,4],[11540,2],[11581,0]]",0.942,73,False
2023-04-04,IM,"[[801,0],[832,0],[783,0],[712,0],[506,0],[719,0],[632,0]]",0,50,False
2023-04-04,NL,"[[14833,3],[15187,5],[13900,13],[14272,6],[13587,2],[14266,4],[14490,0]]",0.946,82,False
2023-04-04,PM,"[[657,0],[823,0],[683,0],[513,0],[576,0],[663,0],[656,0]]",0,50,False
2023-04-04,SK,"[[3055,1],[3354,1],[3144,5],[3339,1],[3362,4],[3345,2],[3262,1]]",0.855,52,False
2023-04-04,CZ,"[[8940,5],[9552,3],[9131,9],[9042,3],[8367,5],[8621,9],[9160,4]]",0,50,False
2023-04-04,HU,"[[13287,0],[13719,1],[13009,4],[13675,3],[13732,4],[13823,6],[13283,6]]",0.851,43,False
2023-04-04,AT,"[[16831,2],[17203,5],[16259,9],[16897,3],[16773,3],[16299,2],[16996,1]]",0.926,74,False
2023-04-04,PL,"[[15207,9],[15596,13],[14660,11],[15352,1],[15669,7],[15058,3],[15529,9]]",0.881,56,False
2023-04-04,RO,"[[18220,188],[18259,110],[17947,105],[18986,107],[19339,169],[19381,202],[18056,146]]",0.827,45,False
2023-04-04,SI,"[[2775,0],[2871,1],[2561,0],[3132,1],[3271,1],[2858,0],[2982,0]]",0.926,57,False
2023-04-04,IT,"[[51888,10],[52213,9],[52611,21],[54552,10],[53500,23],[51596,13],[54864,5]]",0.906,56,False
2023-04-04,HR,"[[9927,4],[9897,2],[9286,6],[11250,0],[12146,9],[11291,2],[11000,0]]",0.878,47,False
2023-04-04,RS,"[[8287,3],[8992,3],[8189,6],[9175,3],[9557,2],[8938,4],[8393,0]]",0.805,38,False
2023-04-04,BA,"[[6214,0],[6514,0],[5248,2],[6699,0],[6856,4],[6307,0],[6434,0]]",0.779,35,False
2023-04-04,DE,"[[75613,20],[78577,10],[73307,51],[72558,22],[68329,21],[69230,15],[72883,18]]",0.95,80,False
2023-04-04,MD,"[[39,2],[22,0],[48,1],[55,2],[30,0],[44,1],[33,2]]",0.763,36,False
2023-04-04,AL,"[[2371,0],[2267,0],[2257,0],[2592,0],[3128,4],[2780,0],[2637,0]]",0.789,35,False
2023-04-04,ME,"[[1890,0],[1908,0],[1705,0],[2068,0],[2268,0],[2124,0],[2154,0]]",0.844,46,False
2023-04-04,BG,"[[12898,470],[13181,285],[12602,313],[14351,374],[14261,451],[13658,510],[12429,376]]",0.799,42,False
2023-04-04,GR,"[[27635,2],[26602,4],[24144,68],[27331,6],[30446,5],[28796,5],[27983,0]]",0.893,49,False
2023-04-04,MK,"[[1878,0],[1982,0],[1603,0],[1994,0],[2194,2],[1994,0],[1915,0]]",0.765,39,False
2023-04-04,TR,"[[31697,1465],[31818,1576],[29395,1500],[33647,1413],[32783,1477],[31308,2024],[30588,1735]]",0.855,38,False
2023-04-04,LT,"[[1515,0],[1488,0],[1454,0],[1620,1],[1388,11],[1506,0],[1488,3]]",0.879,61,False
2023-04-04,CH,"[[7477,6],[8337,4],[7992,8],[8639,1],[8315,3],[8522,6],[9710,3]]",0.967,84,False
2023-04-04,LU,"[[1141,0],[1188,1],[1216,0],[1220,0],[1151,1],[1235,0],[1249,0]]",0.927,81,False
2023-04-04,MX,"[[25435,192],[26023,307],[24018,299],[25243,485],[26408,308],[26185,294],[29538,401]]",0.781,31,False
2023-04-04,BM,"[[381,0],[456,0],[507,0],[606,0],[317,0],[389,0],[250,0]]",0,50,False
2023-04-04,BS,"[[16726,0],[19104,12],[18377,0],[21122,3],[22755,0],[19866,0],[21116,6]]",0.82,64,False
2023-04-04,AM,"[[613,25],[609,28],[671,39],[726,21],[639,43],[642,50],[570,12]]",0.786,49,False
2023-04-04,IR,"[[12632,42],[12412,17],[11124,14],[12994,22],[12963,19],[13109,38],[11658,22]]",0,50,False
2023-04-04,AZ,"[[2888,179],[2956,38],[3091,18],[2489,2],[2856,0],[3497,2],[3460,2]]",0.76,30,False
2023-04-04,GE,"[[1305,23],[1382,34],[1278,27],[1412,18],[1300,29],[1431,29],[1463,26]]",0.814,55,False
2023-04-04,IQ,"[[7955,291],[8430,279],[7857,281],[8205,304],[8192,284],[8238,273],[7544,267]]",0.673,23,False
2023-04-04,KW,"[[1923,4],[2130,3],[2019,2],[2003,2],[2099,5],[2074,4],[1960,4]]",0.847,43,False
2023-04-04,SA,"[[14912,12],[16195,8],[15752,15],[15377,14],[15242,9],[15307,4],[16324,5]]",0.875,53,False
2023-04-04,SY,"[[149,40],[219,25],[250,32],[104,13],[184,22],[218,25],[224,19]]",0,50,False
2023-04-04,LB,"[[238,92],[224,60],[253,33],[186,78],[228,81],[266,44],[295,41]]",0.723,24,False
2023-04-04,JO,"[[1509,17],[1770,96],[1533,48],[1696,66],[1375,36],[1506,32],[1685,60]]",0.736,49,False
2023-04-04,CY,"[[5296,203],[5238,152],[4639,100],[4731,632],[4574,160],[4988,146],[5527,97]]",0.907,53,False
2023-04-04,PS,"[[624,14],[584,43],[503,34],[547,157],[425,22],[597,22],[628,27]]",0.716,50,False
2023-04-04,IL,"[[2711,65],[2692,100],[2415,98],[2427,429],[2097,117],[2525,74],[2791,55]]",0.915,59,False
2023-04-04,EG,"[[7645,5],[7312,19],[7105,40],[6973,50],[9459,27],[8796,10],[6830,6]]",0.728,33,False
2023-04-04,JP,"[[69580,9],[69211,12],[67915,8],[69310,4],[68269,0],[67901,7],[67653,5]]",0.92,73,False
2023-04-04,CN,"[[74916,29],[71626,24],[71899,56],[65646,44],[65031,95],[68163,174],[65643,105]]",0.788,45,False
2023-04-04,KP,"[[442,0],[460,0],[468,0],[533,0],[493,0],[455,0],[480,0]]",0,16,False
2023-04-04,KR,"[[8983,2],[8876,2],[9009,6],[8992,0],[9352,4],[9177,1],[8476,1]]",0.929,62,False
2023-04-04,DZ,"[[3177,0],[3780,0],[3401,1],[3723,2],[3762,0],[3357,0],[3834,1]]",0.745,33,False
2023-04-04,MA,"[[6099,0],[5185,0],[5239,1],[5545,0],[6473,1],[5972,1],[5727,0]]",0.698,39,False
2023-04-04,TN,"[[1723,0],[1624,0],[1497,0],[1638,0],[1619,0],[1632,0],[1545,0]]",0.732,44,False
2023-04-04,LY,"[[273,0],[352,0],[285,0],[222,0],[261,0],[333,0],[297,0]]",0.746,17,False
2023-04-04,MT,"[[818,0],[816,0],[801,0],[734,0],[782,0],[764,0],[793,0]]",0.915,54,False
2023-04-04,GI,"[[104,0],[64,0],[75,0],[75,0],[100,0],[85,0],[77,0]]",0,50,False
2023-04-04,AD,"[[154,0],[193,0],[189,0],[160,0],[177,0],[172,0],[210,0]]",0.884,50,False
2023-04-04,NP,"[[88,0],[76,0],[65,0],[74,0],[75,0],[67,0],[60,0]]",0.601,33,False
2023-04-04,IN,"[[65200,33],[62646,32],[62629,40],[65185,40],[63641,40],[64255,33],[66890,19]]",0.644,40,False
2023-04-04,MM,"[[2865,31],[2526,64],[2188,45],[1952,33],[2001,53],[1693,43],[2004,24]]",0.608,28,False
2023-04-04,PK,"[[1621,4],[1549,8],[1511,4],[1650,8],[1528,3],[1506,8],[1355,0]]",0.54,28,False
2023-04-04,HK,"[[2154,5],[2174,1],[2377,0],[2261,1],[2253,5],[2049,9],[2248,0]]",0.956,76,False
2023-04-04,MO,"[[594,0],[572,0],[584,0],[588,0],[572,0],[569,0],[602,0]]",0,50,False
2023-04-04,PH,"[[10667,2],[10690,12],[10198,0],[10330,1],[11190,0],[10887,0],[10513,0]]",0.71,33,False
2023-04-04,TW,"[[13337,3],[13379,14],[13224,0],[12492,2],[13263,1],[13311,2],[12716,0]]",0,68,False
2023-04-04,VN,"[[10506,0],[10696,4],[10579,1],[10896,4],[10972,1],[10980,2],[10566,2]]",0,50,False
2023-04-04,LA,"[[657,0],[707,0],[675,0],[770,0],[683,0],[607,0],[631,0]]",0,50,False
2023-04-04,TH,"[[13195,4],[12662,8],[12749,6],[13242,8],[13450,13],[12471,7],[12824,8]]",0.803,35,False
2023-04-04,OM,"[[8106,0],[8231,0],[7608,1],[8663,0],[8762,1],[8564,0],[8335,5]]",0.819,52,False
2023-04-04,AE,"[[10827,5],[10862,2],[10289,4],[11308,4],[10942,1],[11023,3],[10978,5]]",0.937,69,False
2023-04-04,CU,"[[5629,0],[5214,2],[4695,0],[6295,0],[7085,0],[5481,0],[4446,3]]",0.764,46,False
2023-04-04,BZ,"[[522,0],[532,0],[486,0],[516,0],[546,0],[611,0],[571,0]]",0.7,50,False
2023-04-04,HN,"[[1479,0],[1530,1],[1284,0],[1391,0],[1648,0],[1665,0],[1488,0]]",0.624,23,False
2023-04-04,GT,"[[709,0],[735,0],[683,0],[706,0],[695,0],[845,0],[881,0]]",0.629,25,False
2023-04-04,SV,"[[583,0],[571,0],[476,0],[565,0],[604,0],[649,0],[539,0]]",0.674,34,False
2023-04-04,NI,"[[2158,2],[1815,0],[1277,0],[1798,0],[2523,0],[2497,0],[1542,0]]",0.669,20,False
2023-04-04,KY,"[[1545,1],[1618,0],[1417,0],[1552,0],[1876,0],[1685,0],[1694,0]]",0,50,False
2023-04-04,JM,"[[134,0],[128,0],[134,0],[117,0],[147,0],[106,0],[89,0]]",0.706,44,False
2023-04-04,DO,"[[4068,1],[4103,0],[3627,0],[3879,2],[4910,0],[3917,0],[4429,0]]",0.766,30,False
2023-04-04,PR,"[[3547,4],[3581,0],[3344,0],[3434,0],[4408,0],[3655,0],[4005,0]]",0,50,False
2023-04-04,VI,"[[916,0],[807,0],[624,0],[399,0],[827,0],[800,0],[863,0]]",0,50,False
2023-04-04,AW,"[[708,0],[710,0],[600,0],[679,0],[846,0],[778,0],[723,0]]",0,50,False
2023-04-04,CW,"[[256,0],[255,0],[202,0],[248,1],[257,0],[278,0],[221,0]]",0,50,False
2023-04-04,BQ,"[[748,0],[867,1],[556,0],[715,0],[779,0],[761,0],[708,0]]",0,50,False
2023-04-04,VG,"[[84,0],[159,0],[80,0],[153,0],[215,0],[167,0],[128,0]]",0,50,False
2023-04-04,AI,"[[245,0],[263,0],[138,0],[228,0],[321,0],[332,0],[188,0]]",0,50,False
2023-04-04,AG,"[[325,0],[282,0],[257,0],[326,0],[392,0],[390,2],[318,0]]",0.826,50,False
2023-04-04,QA,"[[6220,0],[6311,1],[6081,3],[6139,4],[6241,0],[6218,5],[6291,6]]",0.875,63,False
2023-04-04,BH,"[[1326,0],[1361,0],[1342,0],[1383,0],[1361,0],[1315,0],[1375,1]]",0.888,42,False
2023-04-04,BB,"[[288,0],[300,0],[442,0],[367,0],[267,0],[353,0],[369,0]]",0.809,65,False
2023-04-04,GY,"[[225,0],[182,0],[242,0],[184,0],[167,0],[211,0],[274,0]]",0.742,39,False
2023-04-04,TT,"[[478,0],[469,0],[510,0],[428,0],[408,0],[469,0],[547,0]]",0.814,41,False
2023-04-04,MQ,"[[275,0],[237,0],[258,0],[274,0],[320,0],[296,0],[257,0]]",0,50,False
2023-04-04,DM,"[[328,0],[265,0],[314,0],[201,0],[332,0],[322,0],[336,0]]",0.74,55,False
2023-04-04,GP,"[[637,1],[571,0],[702,1],[737,2],[722,0],[650,3],[680,0]]",0,50,False
