date,cc,data,hdi,corruption,is_near_war
2022-10-11,NO,"[[10775,5],[11996,2],[665,1],[5506,0],[10158,0],[12118,0],[12289,0]]",0.966,85,False
2022-10-11,FI,"[[2662,0],[2861,6],[390,0],[1160,0],[2357,9],[2536,0],[2742,0]]",0.942,88,False
2022-10-11,RU,"[[44901,1107],[46907,1023],[8560,144],[21849,443],[48636,1287],[48438,1274],[46362,965]]",0.821,29,False
2022-10-11,CA,"[[87342,9],[88055,12],[25482,1],[49789,8],[89665,6],[90543,34],[89311,7]]",0.935,74,False
2022-10-11,IS,"[[2658,0],[3870,0],[246,0],[1340,0],[3154,3],[3251,0],[3201,0]]",0.959,74,False
2022-10-11,SE,"[[12830,1],[13779,2],[641,0],[5555,0],[11055,1],[13471,0],[13482,0]]",0.952,85,False
2022-10-11,AX,"[[711,0],[805,0],[63,0],[330,0],[618,0],[744,0],[709,0]]",0,50,False
2022-10-11,LV,"[[1969,0],[2065,3],[205,0],[939,1],[2044,0],[2166,0],[2106,0]]",0.879,59,False
2022-10-11,EE,"[[1580,0],[1862,1],[213,0],[637,0],[1868,4],[1825,0],[1730,0]]",0.899,74,False
2022-10-11,GB,"[[56568,28],[57237,19],[3789,0],[22827,3],[55054,38],[57199,24],[55371,23]]",0,50,False
2022-10-11,FO,"[[108,0],[128,0],[12,0],[20,0],[120,0],[121,0],[117,0]]",0,50,False
2022-10-11,DK,"[[7163,3],[8056,2],[528,0],[3131,0],[7098,0],[7839,1],[7823,1]]",0.952,88,False
2022-10-11,US,"[[1119922,560],[1131267,520],[238396,42],[745896,388],[1053666,338],[1109502,375],[1101260,1067]]",0,50,False
2022-10-11,KZ,"[[10384,32],[10162,3],[1531,4],[3786,0],[10199,0],[9591,10],[8605,9]]",0.802,37,False
2022-10-11,BY,"[[765,1],[703,0],[210,0],[335,0],[657,0],[733,0],[736,0]]",0.801,41,False
2022-10-11,CN,"[[41912,6],[43058,1],[13270,3],[9750,2],[41420,26],[40008,0],[40772,18]]",0.788,45,False
2022-10-11,IE,"[[15616,0],[14835,3],[2685,0],[3405,0],[13524,0],[16224,0],[16140,0]]",0.95,74,False
2022-10-11,FR,"[[111537,26],[108802,19],[4435,0],[50144,6],[119807,17],[118693,26],[111381,27]]",0.91,71,False
2022-10-11,ES,"[[73989,8],[74012,11],[2542,0],[34461,0],[87057,4],[82150,6],[76298,7]]",0.911,61,False
2022-10-11,JE,"[[231,1],[229,0],[16,0],[125,0],[287,0],[287,0],[272,0]]",0,50,False
2022-10-11,GG,"[[789,1],[644,0],[64,0],[240,0],[754,0],[803,0],[724,0]]",0,50,False
2022-10-11,PT,"[[18160,4],[17683,3],[509,0],[8743,2],[23243,1],[19462,2],[17455,1]]",0.874,62,False
2022-10-11,BE,"[[10724,1],[11172,2],[765,0],[4652,1],[10211,4],[11034,0],[10530,0]]",0.942,73,False
2022-10-11,IM,"[[753,0],[789,0],[50,0],[248,0],[516,0],[635,0],[747,0]]",0,50,False
2022-10-11,NL,"[[14815,6],[15884,3],[657,0],[6591,7],[14412,14],[15386,0],[14784,2]]",0.946,82,False
2022-10-11,PM,"[[666,0],[644,0],[261,0],[178,0],[1255,0],[1110,0],[941,0]]",0,50,False
2022-10-11,SK,"[[3629,1],[3797,0],[506,0],[1717,0],[4264,3],[4429,2],[3890,0]]",0.855,52,False
2022-10-11,CZ,"[[9821,1],[10698,2],[952,0],[4468,0],[10045,4],[11058,9],[10741,2]]",0,50,False
2022-10-11,HU,"[[13843,1],[14131,2],[1859,0],[6363,3],[15448,2],[15266,4],[14022,2]]",0.851,43,False
2022-10-11,AT,"[[17139,3],[17440,4],[1365,0],[7367,2],[18054,13],[19152,5],[17395,4]]",0.926,74,False
2022-10-11,PL,"[[15399,8],[15549,16],[1709,0],[7406,0],[17907,3],[18484,0],[16452,13]]",0.881,56,False
2022-10-11,RO,"[[18360,13],[18990,10],[3376,11],[8218,2],[20895,17],[20491,15],[18582,7]]",0.827,45,False
2022-10-11,UA,"[[43,0],[38,1],[4,0],[21,0],[63,0],[51,0],[37,0]]",0.734,32,False
2022-10-11,SI,"[[2994,1],[3097,2],[180,0],[1360,0],[3492,1],[3465,0],[3016,0]]",0.926,57,False
2022-10-11,IT,"[[51267,24],[53314,8],[2735,1],[23069,1],[59931,9],[59231,10],[53806,18]]",0.906,56,False
2022-10-11,HR,"[[11104,4],[11778,6],[671,0],[4999,0],[14088,4],[14371,6],[11170,4]]",0.878,47,False
2022-10-11,RS,"[[9059,0],[9537,0],[867,0],[4313,0],[11131,3],[11621,0],[8828,2]]",0.805,38,False
2022-10-11,BA,"[[6494,2],[6577,4],[410,0],[2970,0],[7767,0],[7452,0],[6705,1]]",0.779,35,False
2022-10-11,DE,"[[73846,12],[78392,24],[5460,0],[32210,4],[72632,18],[80400,30],[75780,13]]",0.95,80,False
2022-10-11,MD,"[[63,0],[50,0],[31,0],[33,0],[68,0],[74,0],[54,0]]",0.763,36,False
2022-10-11,AL,"[[2880,5],[3060,1],[185,0],[1239,0],[3870,0],[3847,0],[2989,0]]",0.789,35,False
2022-10-11,ME,"[[2022,0],[2106,3],[126,0],[984,0],[2550,0],[2401,0],[2004,1]]",0.844,46,False
2022-10-11,BG,"[[13369,38],[14400,29],[2080,16],[6136,3],[16293,53],[16458,32],[13394,39]]",0.799,42,False
2022-10-11,GR,"[[28441,14],[28986,8],[3120,3],[11961,0],[33498,0],[33336,0],[27982,6]]",0.893,49,False
2022-10-11,MK,"[[2163,0],[2227,0],[188,0],[997,0],[2652,0],[2390,0],[2174,0]]",0.765,39,False
2022-10-11,TR,"[[37049,1564],[38826,1537],[7276,374],[16846,923],[41863,1611],[41515,1626],[36718,2094]]",0.855,38,False
2022-10-11,LT,"[[1811,0],[1747,1],[378,0],[876,0],[1936,0],[1804,3],[1809,1]]",0.879,61,False
2022-10-11,CH,"[[9403,0],[9328,9],[462,0],[4367,0],[10504,4],[11243,4],[9196,6]]",0.967,84,False
2022-10-11,LU,"[[1016,0],[1042,0],[63,0],[526,0],[939,0],[1104,0],[1055,0]]",0.927,81,False
2022-10-11,PK,"[[1440,1],[1000,0],[225,0],[426,0],[1361,0],[1855,2],[877,0]]",0.54,28,False
2022-10-11,MX,"[[24502,281],[24698,291],[5797,59],[16157,202],[25124,257],[24812,249],[24827,237]]",0.781,31,False
2022-10-11,BM,"[[867,0],[1225,0],[478,0],[399,0],[1084,1],[1211,0],[1460,0]]",0,50,False
2022-10-11,AM,"[[563,93],[658,73],[114,7],[339,11],[666,98],[593,104],[550,63]]",0.786,49,False
2022-10-11,IR,"[[14479,15],[14377,24],[3215,9],[6489,8],[16810,83],[16050,27],[15500,45]]",0,50,False
2022-10-11,AZ,"[[3600,17],[3984,54],[867,1],[1671,0],[3986,2],[3624,4],[1674,1]]",0.76,30,False
2022-10-11,GE,"[[1415,20],[1611,10],[418,6],[700,0],[1681,17],[1650,9],[1319,8]]",0.814,55,False
2022-10-11,IQ,"[[10514,269],[10374,287],[1635,60],[3317,49],[11046,310],[11160,341],[10423,265]]",0.673,23,False
2022-10-11,KW,"[[1838,5],[1903,1],[279,0],[728,1],[1930,5],[1890,0],[1829,3]]",0.847,43,False
2022-10-11,SA,"[[14716,47],[15379,25],[2659,10],[6352,38],[16710,55],[16960,34],[15770,56]]",0.875,53,False
2022-10-11,SY,"[[235,34],[216,32],[10,4],[91,24],[202,69],[232,35],[194,32]]",0,50,False
2022-10-11,LB,"[[190,111],[192,127],[20,13],[84,50],[168,130],[226,115],[216,89]]",0.723,24,False
2022-10-11,JO,"[[1317,123],[1469,130],[210,36],[589,88],[1395,200],[1504,154],[1218,124]]",0.736,49,False
2022-10-11,CY,"[[4356,306],[4945,340],[641,39],[1751,147],[4506,338],[4573,307],[4371,255]]",0.907,53,False
2022-10-11,PS,"[[327,36],[360,38],[18,8],[55,9],[272,48],[436,36],[364,70]]",0.716,50,False
2022-10-11,IL,"[[1763,426],[1872,394],[242,77],[572,149],[1518,391],[1960,301],[1556,416]]",0.915,59,False
2022-10-11,EG,"[[6892,121],[6657,111],[1072,29],[2272,41],[7383,210],[8274,146],[4508,141]]",0.728,33,False
2022-10-11,JP,"[[57016,19],[57125,60],[20631,0],[13104,0],[60475,2],[58039,3],[56176,0]]",0.92,73,False
2022-10-11,KR,"[[9852,7],[10849,4],[3710,14],[3484,0],[11764,0],[11703,0],[10236,9]]",0.929,62,False
2022-10-11,KP,"[[346,0],[341,0],[130,0],[122,0],[380,0],[375,0],[345,0]]",0,16,False
2022-10-11,DZ,"[[2679,4],[2934,1],[562,0],[1302,4],[3088,5],[3135,1],[3604,0]]",0.745,33,False
2022-10-11,MA,"[[7527,1],[6953,0],[387,0],[3024,0],[8316,1],[7472,7],[6921,0]]",0.698,39,False
2022-10-11,TN,"[[1337,0],[1508,0],[183,0],[511,0],[1378,0],[1531,0],[1548,0]]",0.732,44,False
2022-10-11,LY,"[[315,38],[205,17],[37,16],[109,14],[201,41],[224,22],[204,39]]",0.746,17,False
2022-10-11,MT,"[[554,16],[599,20],[62,2],[282,3],[607,2],[550,3],[638,3]]",0.915,54,False
2022-10-11,GI,"[[88,0],[76,0],[3,0],[29,0],[99,0],[85,0],[87,0]]",0,50,False
2022-10-11,AD,"[[227,0],[176,0],[2,0],[94,0],[249,0],[246,0],[205,0]]",0.884,50,False
2022-10-11,IN,"[[58426,3],[58596,2],[15343,6],[23968,7],[57385,2],[59635,3],[55338,6]]",0.644,40,False
2022-10-11,NP,"[[58,0],[67,0],[9,0],[12,0],[60,0],[64,0],[70,0]]",0.601,33,False
2022-10-11,MM,"[[1403,1],[1412,0],[311,0],[606,0],[1492,0],[2313,1],[1713,1]]",0.608,28,False
2022-10-11,HK,"[[1633,0],[1655,0],[430,0],[644,1],[1851,0],[1603,0],[1415,0]]",0.956,76,False
2022-10-11,MO,"[[295,0],[307,0],[78,0],[101,0],[318,0],[281,0],[290,0]]",0,50,False
2022-10-11,PH,"[[8527,1],[9178,6],[2435,0],[3297,0],[8793,4],[9757,0],[9647,2]]",0.71,33,False
2022-10-11,TW,"[[8118,0],[9035,0],[2652,0],[3011,0],[9351,0],[7258,1],[6266,1]]",0,68,False
2022-10-11,VN,"[[10938,33],[11332,9],[3798,0],[3242,0],[11729,1],[11495,26],[10674,1]]",0,50,False
2022-10-11,LA,"[[385,0],[356,0],[97,0],[136,0],[395,0],[428,0],[330,0]]",0,50,False
2022-10-11,TH,"[[9064,1],[9609,7],[3125,0],[2236,1],[9678,5],[9602,1],[9584,7]]",0.803,35,False
2022-10-11,OM,"[[7676,5],[7629,0],[2021,0],[4020,1],[7658,1],[8170,1],[7617,5]]",0.819,52,False
2022-10-11,AE,"[[10079,6],[10157,2],[2848,0],[5008,3],[10378,9],[10259,0],[9877,21]]",0.937,69,False
2022-10-11,CU,"[[1815,0],[2009,0],[310,0],[1227,0],[1839,0],[1826,0],[1918,0]]",0.764,46,False
2022-10-11,BS,"[[9456,0],[10110,0],[1892,0],[6572,0],[10380,1],[10337,1],[9213,0]]",0.82,64,False
2022-10-11,BZ,"[[87,0],[265,0],[13,0],[141,0],[263,0],[249,0],[228,0]]",0.7,50,False
2022-10-11,HN,"[[1049,0],[1141,0],[184,0],[728,0],[1187,0],[1158,1],[1226,0]]",0.624,23,False
2022-10-11,GT,"[[555,0],[712,0],[128,0],[450,0],[706,0],[718,0],[754,0]]",0.629,25,False
2022-10-11,SV,"[[602,0],[553,0],[151,0],[280,0],[583,0],[550,0],[572,0]]",0.674,34,False
2022-10-11,NI,"[[1819,1],[1793,0],[414,7],[967,0],[1815,0],[1900,0],[1925,0]]",0.669,20,False
2022-10-11,KY,"[[1093,0],[1181,0],[150,0],[710,0],[1237,0],[1046,0],[1126,0]]",0,50,False
2022-10-11,JM,"[[143,0],[128,0],[10,0],[47,0],[145,0],[90,0],[105,0]]",0.706,44,False
2022-10-11,DO,"[[1677,0],[1943,0],[313,0],[1339,0],[1317,0],[2308,0],[2401,2]]",0.766,30,False
2022-10-11,PR,"[[2484,1],[2830,1],[495,1],[1752,1],[2273,0],[2451,0],[2728,2]]",0,50,False
2022-10-11,VI,"[[462,0],[481,0],[66,0],[312,0],[447,0],[417,0],[458,0]]",0,50,False
2022-10-11,BQ,"[[649,0],[685,0],[125,0],[404,0],[633,0],[610,0],[638,0]]",0,50,False
2022-10-11,AW,"[[663,0],[846,0],[63,0],[648,0],[782,0],[768,0],[725,0]]",0,50,False
2022-10-11,CW,"[[211,0],[253,0],[31,0],[133,0],[257,0],[249,0],[203,0]]",0,50,False
2022-10-11,VG,"[[35,0],[49,0],[4,0],[42,0],[28,0],[65,0],[48,0]]",0,50,False
2022-10-11,AI,"[[184,0],[193,0],[20,0],[121,0],[209,0],[137,0],[218,0]]",0,50,False
2022-10-11,AG,"[[227,0],[250,0],[5,0],[177,0],[300,0],[171,0],[227,0]]",0.826,50,False
2022-10-11,QA,"[[5644,8],[5755,2],[1295,0],[2622,0],[5899,1],[5950,1],[5773,8]]",0.875,63,False
2022-10-11,BH,"[[1218,0],[1224,0],[205,0],[560,0],[1245,0],[1263,2],[1249,4]]",0.888,42,False
2022-10-11,BB,"[[257,0],[263,0],[12,0],[221,0],[235,0],[340,0],[292,0]]",0.809,65,False
2022-10-11,GY,"[[245,0],[148,0],[39,0],[70,0],[219,0],[213,0],[239,0]]",0.742,39,False
2022-10-11,TT,"[[414,0],[492,0],[101,0],[242,0],[455,0],[433,0],[465,0]]",0.814,41,False
2022-10-11,MQ,"[[204,0],[193,0],[11,0],[147,0],[245,0],[214,0],[210,0]]",0,50,False
2022-10-11,DM,"[[206,0],[241,0],[26,0],[154,0],[233,0],[156,0],[233,0]]",0.74,55,False
2022-10-11,GP,"[[456,0],[503,0],[57,1],[367,0],[555,0],[411,0],[505,0]]",0,50,False
2022-10-11,LC,"[[113,0],[152,0],[7,0],[67,0],[132,0],[116,0],[127,0]]",0.725,56,False
2022-10-11,VC,"[[255,0],[319,0],[34,0],[175,0],[337,0],[260,0],[295,0]]",0.772,59,False
2022-10-11,KN,"[[160,0],[176,0],[8,0],[127,0],[161,0],[112,0],[176,0]]",0.838,50,False
2022-10-11,MS,"[[147,0],[154,0],[14,0],[96,0],[133,0],[109,0],[147,0]]",0,50,False
2022-10-11,GD,"[[484,0],[490,0],[81,0],[337,0],[557,0],[418,0],[534,0]]",0.793,53,False
2022-10-11,VE,"[[1915,0],[1842,2],[246,0],[927,0],[1759,0],[2106,0],[2076,1]]",0,50,False
2022-10-11,MV,"[[207,0],[133,0],[20,0],[16,0],[165,0],[148,0],[180,0]]",0.762,40,False
2022-10-11,LK,"[[690,0],[892,0],[116,0],[404,0],[858,0],[695,0],[763,0]]",0.78,37,False
2022-10-11,MY,"[[10754,2],[11113,0],[3418,1],[3472,6],[11249,2],[11386,3],[11263,3]]",0.807,48,False
2022-10-11,ID,"[[11772,13],[11464,19],[4074,8],[2551,0],[11862,13],[12360,9],[11938,23]]",0.713,38,False
2022-10-11,SG,"[[498,0],[521,0],[199,0],[215,1],[533,0],[489,0],[495,1]]",0.949,85,False
2022-10-11,KH,"[[276,0],[284,0],[59,0],[73,0],[318,0],[374,0],[372,0]]",0.6,23,False
2022-10-11,CO,"[[7043,0],[7389,2],[2158,2],[3283,0],[5429,0],[6302,0],[8149,0]]",0.758,39,False
2022-10-11,PA,"[[2253,0],[2294,0],[593,0],[1181,0],[2403,0],[2228,0],[2317,0]]",0.82,36,False
2022-10-11,CR,"[[1300,0],[1307,0],[261,0],[673,0],[1393,0],[1293,0],[1356,0]]",0.806,58,False
2022-10-11,BN,"[[614,0],[691,0],[199,0],[140,0],[583,0],[742,0],[742,0]]",0,50,False
2022-10-11,CI,"[[715,0],[688,0],[31,0],[401,0],[723,0],[756,0],[842,0]]",0,50,False
2022-10-11,BR,"[[38268,30],[35287,47],[6314,0],[18589,16],[36420,16],[37071,25],[40171,6]]",0.76,38,False
2022-10-11,PE,"[[2392,2],[2320,0],[708,0],[875,0],[1383,0],[936,0],[1876,0]]",0.762,36,False
2022-10-11,AU,"[[51487,26],[51368,7],[17693,18],[14467,1],[38617,22],[48498,21],[52505,19]]",0.946,73,False
2022-10-11,UY,"[[1103,0],[969,0],[95,0],[300,0],[785,0],[705,0],[841,0]]",0.83,73,False
2022-10-11,AR,"[[3753,0],[3397,2],[597,0],[1605,0],[2828,1],[2826,0],[2929,4]]",0.849,38,False
2022-10-11,ZA,"[[2217,3],[2314,1],[177,0],[940,1],[1883,0],[2024,1],[2248,2]]",0.717,44,False
2022-10-11,CL,"[[2528,0],[2444,0],[585,0],[1185,0],[2113,1],[2029,0],[2479,0]]",0.86,67,False
2022-10-11,NZ,"[[6367,5],[6243,6],[2751,2],[3611,5],[6440,14],[6638,5],[6090,1]]",0.939,88,False
2022-10-18,NO,"[[11413,0],[11942,1],[12119,1],[11976,7],[9039,0],[11027,2],[12192,1]]",0.966,85,False
2022-10-18,FI,"[[2630,0],[2657,0],[2813,1],[2828,0],[2333,0],[2635,0],[2761,1]]",0.942,88,False
2022-10-18,RU,"[[43110,789],[45217,828],[43733,848],[46816,1050],[47948,965],[46669,919],[43347,884]]",0.821,29,False
2022-10-18,CA,"[[86492,20],[90652,6],[88945,11],[91063,13],[85238,19],[86240,18],[90509,9]]",0.935,74,False
2022-10-18,IS,"[[2958,0],[2484,0],[3060,0],[3398,0],[2737,0],[3120,0],[2846,0]]",0.959,74,False
2022-10-18,SE,"[[12304,0],[13622,5],[13153,1],[13648,1],[10534,3],[13446,0],[13262,0]]",0.952,85,False
2022-10-18,AX,"[[741,0],[805,0],[741,1],[804,0],[605,0],[775,0],[794,1]]",0,50,False
2022-10-18,LV,"[[1986,0],[2043,0],[2112,0],[2347,0],[2008,0],[2148,0],[1995,0]]",0.879,59,False
2022-10-18,EE,"[[1586,0],[1798,1],[1876,0],[1886,0],[1814,0],[1857,0],[1613,0]]",0.899,74,False
2022-10-18,GB,"[[53599,50],[53666,6],[55129,4],[55056,6],[54778,19],[54443,5],[54873,7]]",0,50,False
2022-10-18,FO,"[[119,0],[103,0],[184,0],[306,0],[78,0],[111,0],[167,0]]",0,50,False
2022-10-18,DK,"[[7118,0],[7323,1],[7584,1],[7764,1],[6670,0],[7381,0],[7932,1]]",0.952,88,False
2022-10-18,US,"[[1085678,2047],[1142966,528],[1211301,560],[1214430,783],[1031634,378],[1096045,284],[1089116,415]]",0,50,False
2022-10-18,KZ,"[[8506,7],[8927,8],[9374,3],[9687,4],[9906,1],[9576,11],[9123,10]]",0.802,37,False
2022-10-18,BY,"[[790,0],[599,0],[670,0],[695,1],[732,0],[649,0],[654,0]]",0.801,41,False
2022-10-18,CN,"[[35101,4],[34522,1],[39015,11],[41383,7],[35938,6],[39255,9],[42653,4]]",0.788,45,False
2022-10-18,IE,"[[17042,3],[18704,0],[17878,1],[15824,0],[17357,0],[16623,0],[16599,1]]",0.95,74,False
2022-10-18,FR,"[[108445,13],[109420,41],[112301,26],[113095,14],[121203,18],[114576,14],[111774,25]]",0.91,71,False
2022-10-18,ES,"[[75327,7],[75337,8],[78022,16],[79270,5],[91034,7],[83750,4],[75575,7]]",0.911,61,False
2022-10-18,JE,"[[283,0],[273,0],[331,0],[291,0],[300,0],[270,0],[297,0]]",0,50,False
2022-10-18,GG,"[[685,0],[702,0],[903,1],[871,0],[849,1],[742,0],[852,0]]",0,50,False
2022-10-18,PT,"[[16149,2],[16396,1],[16353,1],[17545,0],[20078,0],[17925,0],[15989,0]]",0.874,62,False
2022-10-18,BE,"[[10565,5],[10414,3],[10996,1],[10933,4],[10431,0],[10561,1],[10624,0]]",0.942,73,False
2022-10-18,IM,"[[645,0],[884,0],[762,0],[929,0],[752,0],[787,0],[815,1]]",0,50,False
2022-10-18,NL,"[[14143,4],[15644,7],[14686,2],[15299,6],[14980,3],[15141,2],[14524,1]]",0.946,82,False
2022-10-18,PM,"[[955,0],[808,0],[1140,0],[961,0],[1371,0],[917,0],[964,0]]",0,50,False
2022-10-18,SK,"[[3501,0],[3579,1],[3946,1],[4058,0],[4077,4],[4161,1],[3535,0]]",0.855,52,False
2022-10-18,CZ,"[[9566,0],[9564,1],[10781,2],[10687,1],[9698,13],[10190,6],[10213,0]]",0,50,False
2022-10-18,HU,"[[13768,4],[13607,4],[14281,4],[14643,2],[15354,5],[14921,10],[14156,4]]",0.851,43,False
2022-10-18,AT,"[[17176,1],[16879,1],[17571,4],[17967,3],[18498,0],[18315,9],[17350,5]]",0.926,74,False
2022-10-18,PL,"[[15120,20],[15163,6],[16570,11],[17390,0],[16721,2],[17621,4],[15546,4]]",0.881,56,False
2022-10-18,RO,"[[18189,9],[17965,13],[19230,1],[19504,5],[20379,30],[19958,8],[18560,16]]",0.827,45,False
2022-10-18,UA,"[[47,0],[44,0],[50,0],[48,0],[50,0],[44,0],[38,0]]",0.734,32,False
2022-10-18,SI,"[[2830,0],[2792,0],[2802,2],[3083,0],[3505,0],[3277,0],[2893,0]]",0.926,57,False
2022-10-18,IT,"[[50702,10],[52851,11],[54317,8],[43513,3],[58780,12],[58497,13],[54580,10]]",0.906,56,False
2022-10-18,HR,"[[10651,0],[11594,0],[11163,6],[11194,1],[14352,1],[13680,1],[10868,4]]",0.878,47,False
2022-10-18,RS,"[[9113,1],[9587,0],[9770,1],[9828,4],[11679,1],[10988,2],[9524,2]]",0.805,38,False
2022-10-18,BA,"[[6170,0],[6273,0],[6213,0],[6751,0],[7530,0],[7016,0],[6348,0]]",0.779,35,False
2022-10-18,DE,"[[71056,20],[73553,13],[77808,21],[76325,15],[73321,22],[78028,29],[75149,13]]",0.95,80,False
2022-10-18,MD,"[[66,0],[62,0],[85,0],[61,0],[82,0],[70,0],[61,0]]",0.763,36,False
2022-10-18,AL,"[[2766,0],[2912,1],[2645,0],[3279,0],[4168,0],[3728,0],[2839,0]]",0.789,35,False
2022-10-18,ME,"[[1939,0],[2004,0],[1872,0],[2127,0],[2525,0],[2407,0],[1881,0]]",0.844,46,False
2022-10-18,BG,"[[13259,7],[14093,27],[14583,15],[14860,42],[16532,22],[16115,11],[14028,25]]",0.799,42,False
2022-10-18,GR,"[[27376,8],[28927,15],[28328,12],[28501,1],[34658,0],[33221,3],[28482,0]]",0.893,49,False
2022-10-18,MK,"[[2169,0],[2158,0],[2049,1],[2136,0],[2438,0],[2218,0],[2054,0]]",0.765,39,False
2022-10-18,TR,"[[36713,1674],[38860,1723],[37891,1947],[38029,2388],[40708,1878],[41456,1995],[38405,1900]]",0.855,38,False
2022-10-18,LT,"[[1833,2],[1780,0],[1867,0],[1999,1],[1904,0],[1778,0],[1630,0]]",0.879,61,False
2022-10-18,CH,"[[8905,6],[9680,3],[9756,1],[7930,7],[10213,3],[10404,5],[8948,4]]",0.967,84,False
2022-10-18,LU,"[[1005,0],[941,0],[1039,1],[1034,0],[994,0],[1013,1],[1012,2]]",0.927,81,False
2022-10-18,PK,"[[1370,3],[2388,1],[2700,0],[1772,4],[2349,0],[1376,2],[1283,1]]",0.54,28,False
2022-10-18,MX,"[[24480,190],[25180,143],[26535,159],[25619,151],[25863,260],[24726,285],[24374,331]]",0.781,31,False
2022-10-18,BM,"[[954,0],[1239,0],[1416,0],[1361,0],[1836,0],[1731,0],[1178,0]]",0,50,False
2022-10-18,AM,"[[608,86],[643,63],[639,80],[640,85],[596,100],[595,65],[566,76]]",0.786,49,False
2022-10-18,IR,"[[15357,32],[15889,20],[15743,14],[15227,20],[16627,40],[15443,12],[16291,28]]",0,50,False
2022-10-18,AZ,"[[1851,2],[1818,11],[3271,13],[3709,4],[3839,1],[3581,12],[3717,55]]",0.76,30,False
2022-10-18,GE,"[[1636,33],[1674,9],[1497,20],[1442,12],[1632,5],[1561,11],[1251,21]]",0.814,55,False
2022-10-18,IQ,"[[9881,260],[10684,273],[11099,255],[11149,261],[11168,223],[11197,232],[10400,275]]",0.673,23,False
2022-10-18,SA,"[[14530,42],[15357,40],[16280,67],[15448,36],[16806,45],[16395,46],[15518,26]]",0.875,53,False
2022-10-18,KW,"[[1663,7],[1888,3],[1913,3],[1875,2],[1957,3],[1913,6],[1847,1]]",0.847,43,False
2022-10-18,SY,"[[171,41],[212,33],[194,38],[199,33],[222,40],[232,47],[212,41]]",0,50,False
2022-10-18,LB,"[[177,118],[172,125],[188,112],[251,60],[224,66],[221,91],[180,116]]",0.723,24,False
2022-10-18,JO,"[[1315,143],[1318,148],[1497,158],[1407,166],[1480,152],[1495,198],[1393,195]]",0.736,49,False
2022-10-18,CY,"[[4165,245],[4426,319],[4734,370],[4199,185],[4506,198],[4886,258],[4510,333]]",0.907,53,False
2022-10-18,PS,"[[255,30],[263,14],[251,43],[284,36],[230,43],[320,32],[177,29]]",0.716,50,False
2022-10-18,IL,"[[1454,358],[1480,356],[1576,451],[1513,309],[1385,315],[1696,331],[1313,315]]",0.915,59,False
2022-10-18,EG,"[[5516,125],[6212,191],[6557,244],[5615,161],[7121,207],[7203,138],[6412,202]]",0.728,33,False
2022-10-18,JP,"[[55885,0],[58627,2],[61623,6],[60815,1],[60448,5],[59181,2],[55789,0]]",0.92,73,False
2022-10-18,KR,"[[10359,1],[11414,1],[11499,3],[11611,2],[11490,3],[11252,0],[10517,1]]",0.929,62,False
2022-10-18,KP,"[[388,0],[446,0],[391,0],[409,0],[417,0],[407,0],[371,0]]",0,16,False
2022-10-18,DZ,"[[3203,0],[3151,4],[3313,0],[3524,6],[3494,6],[3122,0],[3133,0]]",0.745,33,False
2022-10-18,MA,"[[7654,3],[7673,4],[8105,0],[7757,0],[10125,1],[8460,0],[8213,0]]",0.698,39,False
2022-10-18,TN,"[[1469,0],[1571,0],[1533,0],[1790,1],[1657,0],[1700,0],[1471,0]]",0.732,44,False
2022-10-18,LY,"[[271,41],[285,58],[309,26],[280,47],[395,62],[456,59],[551,51]]",0.746,17,False
2022-10-18,MT,"[[604,7],[706,11],[628,7],[672,2],[656,2],[677,7],[648,2]]",0.915,54,False
2022-10-18,GI,"[[101,0],[87,0],[75,0],[80,0],[106,0],[84,0],[92,0]]",0,50,False
2022-10-18,AD,"[[209,0],[208,0],[225,0],[194,0],[208,0],[230,0],[174,0]]",0.884,50,False
2022-10-18,NP,"[[64,0],[58,0],[73,0],[117,0],[151,0],[74,0],[57,0]]",0.601,33,False
2022-10-18,IN,"[[56299,15],[59031,7],[61503,8],[62838,11],[59883,14],[58558,29],[52170,30]]",0.644,40,False
2022-10-18,MM,"[[1380,0],[1562,0],[1806,1],[1890,0],[1794,1],[1797,3],[1214,4]]",0.608,28,False
2022-10-18,HK,"[[1449,0],[1586,0],[1662,0],[1763,1],[1550,0],[1467,3],[1500,4]]",0.956,76,False
2022-10-18,MO,"[[282,0],[306,0],[340,0],[336,0],[298,0],[300,1],[314,0]]",0,50,False
2022-10-18,PH,"[[10102,0],[10479,0],[10400,0],[10824,6],[9956,17],[10684,10],[9149,12]]",0.71,33,False
2022-10-18,TW,"[[7218,0],[8448,0],[9356,0],[8748,4],[8476,1],[8906,0],[7717,0]]",0,68,False
2022-10-18,VN,"[[10285,28],[11468,28],[11576,3],[11915,3],[11679,13],[11865,0],[10951,4]]",0,50,False
2022-10-18,LA,"[[321,0],[410,0],[336,0],[394,0],[475,0],[344,0],[311,0]]",0,50,False
2022-10-18,TH,"[[9189,0],[9539,2],[9819,4],[9759,0],[9705,1],[9549,0],[9138,26]]",0.803,35,False
2022-10-18,OM,"[[7509,1],[7802,2],[8232,4],[7965,1],[8009,1],[7767,0],[7394,8]]",0.819,52,False
2022-10-18,AE,"[[9831,25],[10315,3],[10838,26],[10073,4],[10556,12],[10401,8],[10100,27]]",0.937,69,False
2022-10-18,CU,"[[1637,0],[1620,0],[1561,0],[1577,0],[1790,0],[1941,0],[1721,0]]",0.764,46,False
