hex,count_good_aircraft,count_bad_aircraft
8400c59ffffffff,1,0
8400d93ffffffff,0,1
8401219ffffffff,1,0
840121bffffffff,1,0
840124bffffffff,1,0
8401257ffffffff,1,0
8401259ffffffff,1,0
84012c1ffffffff,1,0
84012c3ffffffff,2,0
84012c5ffffffff,1,0
84012c7ffffffff,1,0
84012c9ffffffff,2,0
84012cbffffffff,3,0
84012ddffffffff,2,0
8401301ffffffff,1,1
8401351ffffffff,5,0
8401355ffffffff,3,0
8401357ffffffff,1,0
8401359ffffffff,3,0
840135dffffffff,7,0
8403227ffffffff,0,1
8403263ffffffff,1,0
840336bffffffff,0,1
8404a43ffffffff,1,0
8405661ffffffff,0,1
8406289ffffffff,1,0
840628bffffffff,1,0
840628dffffffff,1,0
8406291ffffffff,1,0
8406293ffffffff,1,0
8406299ffffffff,3,0
840629bffffffff,3,0
84062c3ffffffff,2,0
84062cbffffffff,1,0
84062d1ffffffff,6,0
84062d3ffffffff,10,0
84062d5ffffffff,2,0
84062d7ffffffff,4,0
84062d9ffffffff,3,0
84062dbffffffff,15,0
84062ddffffffff,1,0
8406601ffffffff,1,0
8406605ffffffff,4,0
8406609ffffffff,5,0
840660dffffffff,11,0
8406621ffffffff,25,0
8406625ffffffff,3,0
8406627ffffffff,2,0
8406629ffffffff,28,0
840662bffffffff,5,0
840662dffffffff,38,0
8406641ffffffff,7,0
8406643ffffffff,2,0
8406645ffffffff,33,0
8406647ffffffff,7,0
8406649ffffffff,2,0
840664dffffffff,34,0
8406661ffffffff,50,0
8406663ffffffff,26,0
8406665ffffffff,7,0
8406667ffffffff,13,0
8406669ffffffff,45,0
840666bffffffff,38,0
840666dffffffff,15,0
8406703ffffffff,1,0
8406713ffffffff,1,0
8406715ffffffff,4,0
8406719ffffffff,1,0
840671dffffffff,11,0
8406743ffffffff,3,0
840674bffffffff,8,0
8406751ffffffff,20,0
8406753ffffffff,1,0
8406755ffffffff,1,0
8406757ffffffff,15,0
8406759ffffffff,23,0
840675bffffffff,4,0
840675dffffffff,2,0
8406c17ffffffff,1,0
8406c31ffffffff,7,0
8406c35ffffffff,2,0
8406c37ffffffff,4,0
8406c81ffffffff,1,0
8406c83ffffffff,35,0
8406c85ffffffff,23,0
8406c95ffffffff,34,0
8406c9dffffffff,16,0
8406ca1ffffffff,10,0
8406ca3ffffffff,12,0
8406ca5ffffffff,11,0
8406ca7ffffffff,4,0
8406ca9ffffffff,7,0
8406cabffffffff,16,0
8406cadffffffff,7,0
8406cb1ffffffff,39,0
8406cb3ffffffff,21,0
8406cb5ffffffff,7,0
8406cb7ffffffff,23,0
8406cb9ffffffff,40,0
8406cbbffffffff,32,0
8406cbdffffffff,3,0
8406ce1ffffffff,15,0
8406ce5ffffffff,19,0
8406ce7ffffffff,8,0
8406ce9ffffffff,6,0
8406cedffffffff,9,0
8406d81ffffffff,2,0
8406d83ffffffff,4,0
8406d85ffffffff,4,0
8406d87ffffffff,3,0
8406d89ffffffff,2,0
8406d8bffffffff,4,0
8406d8dffffffff,2,0
8406d91ffffffff,15,0
8406d95ffffffff,8,0
8406d97ffffffff,10,0
8406d99ffffffff,15,0
8406d9bffffffff,7,0
8406d9dffffffff,12,0
8406da9ffffffff,3,0
8406dabffffffff,1,0
8406dadffffffff,1,0
8406db1ffffffff,9,0
8406db3ffffffff,2,0
8406db5ffffffff,3,0
8406db7ffffffff,14,0
8406db9ffffffff,1,0
8406dbbffffffff,8,0
8406dbdffffffff,3,0
8406dc3ffffffff,5,0
8406dc7ffffffff,3,0
8406dcbffffffff,11,0
8406dd1ffffffff,4,0
8406dd3ffffffff,15,0
8406dd5ffffffff,5,0
8406dd7ffffffff,15,0
8406ddbffffffff,18,0
8406dddffffffff,8,0
8406debffffffff,1,0
8407401ffffffff,4,0
8407403ffffffff,11,0
8407405ffffffff,20,0
8407407ffffffff,5,0
8407409ffffffff,5,0
840740bffffffff,14,0
840740dffffffff,22,0
8407411ffffffff,2,0
8407413ffffffff,1,0
8407415ffffffff,4,0
8407417ffffffff,18,0
8407419ffffffff,1,0
8407421ffffffff,2,0
8407423ffffffff,29,0
8407427ffffffff,6,0
8407429ffffffff,2,0
840742bffffffff,23,0
8407431ffffffff,25,0
8407433ffffffff,57,0
8407435ffffffff,3,0
8407437ffffffff,27,0
8407439ffffffff,9,0
840743bffffffff,38,0
840743dffffffff,3,0
8407441ffffffff,1,0
8407443ffffffff,5,0
8407447ffffffff,13,0
840744bffffffff,1,0
8407455ffffffff,7,0
840745dffffffff,6,0
8407461ffffffff,5,0
8407463ffffffff,2,0
8407467ffffffff,2,0
8407489ffffffff,1,0
84074a1ffffffff,6,0
84074a5ffffffff,24,0
84074a7ffffffff,33,0
84074a9ffffffff,9,0
84074adffffffff,10,0
84074c1ffffffff,8,1
84074c3ffffffff,7,0
84074c5ffffffff,15,1
84074c7ffffffff,9,0
84074e1ffffffff,59,1
84074e3ffffffff,44,0
84074e5ffffffff,41,0
84074e7ffffffff,40,0
84074e9ffffffff,48,0
84074ebffffffff,53,0
84074edffffffff,32,0
8407511ffffffff,2,0
8407513ffffffff,2,0
8407515ffffffff,3,0
8407517ffffffff,2,0
8407533ffffffff,2,0
8407537ffffffff,8,0
8407581ffffffff,7,0
8407583ffffffff,11,0
8407585ffffffff,29,0
8407587ffffffff,5,0
8407589ffffffff,10,0
840758bffffffff,13,0
840758dffffffff,30,0
8407591ffffffff,19,0
8407593ffffffff,35,0
8407595ffffffff,44,0
8407597ffffffff,15,0
8407599ffffffff,17,0
840759bffffffff,39,0
840759dffffffff,46,0
84075a1ffffffff,6,0
84075a3ffffffff,2,0
84075a5ffffffff,2,0
84075a7ffffffff,3,0
84075a9ffffffff,2,0
84075abffffffff,22,0
84075adffffffff,2,0
84075b1ffffffff,14,0
84075b3ffffffff,33,0
84075b5ffffffff,8,0
84075b7ffffffff,13,0
84075b9ffffffff,16,0
84075bbffffffff,36,0
84075bdffffffff,6,0
84075c1ffffffff,24,0
84075c3ffffffff,11,0
84075c5ffffffff,7,0
84075c7ffffffff,25,0
84075c9ffffffff,27,0
84075cbffffffff,7,0
84075cdffffffff,8,0
84075d1ffffffff,83,0
84075d3ffffffff,24,0
84075d5ffffffff,9,0
84075d7ffffffff,66,0
84075d9ffffffff,64,0
84075dbffffffff,55,0
84075ddffffffff,17,0
84075e1ffffffff,7,0
84075e3ffffffff,3,0
84075e5ffffffff,15,0
84075e7ffffffff,4,0
84075e9ffffffff,5,0
84075ebffffffff,4,0
84075edffffffff,6,0
8407637ffffffff,1,0
8408001ffffffff,6,0
8408005ffffffff,2,0
8408007ffffffff,3,0
8408009ffffffff,3,0
840800bffffffff,6,0
840800dffffffff,6,0
8408021ffffffff,17,0
8408023ffffffff,18,0
8408025ffffffff,32,0
8408027ffffffff,27,0
8408029ffffffff,3,0
840802bffffffff,13,0
840802dffffffff,14,0
8408031ffffffff,16,0
8408033ffffffff,18,0
8408035ffffffff,34,0
8408037ffffffff,34,0
8408039ffffffff,6,0
840803bffffffff,6,0
840803dffffffff,13,0
8408041ffffffff,1,0
8408043ffffffff,2,0
8408047ffffffff,1,0
8408049ffffffff,1,0
