2022-02-24,Russia,Finland,Estonia,Latvia,Lithuania,Poland,Belarus,Ukraine,Georgia,Azerbaijan,Kazakhstan,China,Mongolia,North Korea,Norway
2022-02-24,Ukraine,Belarus,Russia,Moldova,Romania,Hungary,Slovakia,Poland
2023-08-07,Israel,Egypt,Jordan,Lebanon,Syria
2023-08-07,Palestine,Israel,Jordan
