hex,count_good_aircraft,count_bad_aircraft
84012c1ffffffff,3,0
84012c3ffffffff,1,0
84012cbffffffff,3,0
8401351ffffffff,3,0
8401359ffffffff,2,0
840135dffffffff,3,0
84030e5ffffffff,0,1
840333dffffffff,1,0
8404869ffffffff,1,0
8404949ffffffff,1,0
8404a21ffffffff,1,0
8404a23ffffffff,1,0
8404a2dffffffff,1,0
8404a31ffffffff,1,0
8404a3dffffffff,1,0
8404a65ffffffff,1,0
8404b11ffffffff,1,0
8404b13ffffffff,1,0
8404b17ffffffff,1,0
8404b19ffffffff,1,0
8404b45ffffffff,1,0
8404b51ffffffff,1,0
8404b53ffffffff,2,0
8404b5bffffffff,1,0
840564dffffffff,1,0
8405995ffffffff,1,0
84059b3ffffffff,1,0
84059bbffffffff,1,0
8406283ffffffff,4,0
8406289ffffffff,2,0
840628bffffffff,6,0
840628dffffffff,2,0
8406291ffffffff,3,0
8406293ffffffff,3,0
8406295ffffffff,2,0
8406297ffffffff,1,0
8406299ffffffff,4,0
840629bffffffff,4,0
840629dffffffff,1,0
84062b9ffffffff,2,0
84062bbffffffff,2,0
84062c3ffffffff,4,0
84062cbffffffff,3,0
84062d1ffffffff,7,0
84062d3ffffffff,1,0
84062d5ffffffff,7,0
84062d7ffffffff,5,0
84062d9ffffffff,5,0
84062dbffffffff,1,0
84062ddffffffff,4,0
8406601ffffffff,16,0
8406603ffffffff,4,0
8406605ffffffff,16,0
8406607ffffffff,2,0
8406609ffffffff,21,0
840660bffffffff,9,0
840660dffffffff,29,0
8406615ffffffff,3,0
840661dffffffff,4,0
8406621ffffffff,21,0
8406623ffffffff,1,0
8406625ffffffff,4,0
8406627ffffffff,7,0
8406629ffffffff,17,0
840662bffffffff,11,0
840662dffffffff,7,0
8406639ffffffff,4,0
8406641ffffffff,19,0
8406643ffffffff,7,0
8406645ffffffff,17,0
8406647ffffffff,16,0
8406649ffffffff,13,0
840664dffffffff,14,0
8406655ffffffff,2,0
8406661ffffffff,19,0
8406663ffffffff,14,0
8406665ffffffff,21,0
8406667ffffffff,13,0
8406669ffffffff,18,0
840666bffffffff,25,0
840666dffffffff,25,0
8406703ffffffff,6,0
8406709ffffffff,1,0
840670bffffffff,2,0
8406711ffffffff,1,0
8406713ffffffff,1,0
8406715ffffffff,8,0
8406719ffffffff,1,0
840671dffffffff,19,0
8406741ffffffff,1,0
8406743ffffffff,12,0
8406749ffffffff,1,0
840674bffffffff,12,0
840674dffffffff,2,0
8406751ffffffff,20,0
8406753ffffffff,8,0
8406755ffffffff,2,0
8406757ffffffff,23,0
8406759ffffffff,25,0
840675bffffffff,16,0
840675dffffffff,11,0
840676dffffffff,1,0
8406c31ffffffff,6,0
8406c33ffffffff,1,0
8406c35ffffffff,3,0
8406c37ffffffff,7,0
8406c83ffffffff,24,0
8406c85ffffffff,21,0
8406c93ffffffff,6,0
8406c95ffffffff,34,0
8406c9dffffffff,29,0
8406ca1ffffffff,16,0
8406ca3ffffffff,4,0
8406ca5ffffffff,12,0
8406ca7ffffffff,6,0
8406ca9ffffffff,9,0
8406cabffffffff,14,0
8406cadffffffff,2,0
8406cb1ffffffff,31,0
8406cb3ffffffff,10,0
8406cb5ffffffff,5,0
8406cb7ffffffff,27,0
8406cb9ffffffff,35,0
8406cbbffffffff,25,0
8406cbdffffffff,2,0
8406ce1ffffffff,6,0
8406ce3ffffffff,1,0
8406ce5ffffffff,12,0
8406ce7ffffffff,3,0
8406ce9ffffffff,1,0
8406cedffffffff,1,0
8406d83ffffffff,8,0
8406d85ffffffff,2,0
8406d87ffffffff,5,0
8406d8bffffffff,8,0
8406d8dffffffff,1,0
8406d91ffffffff,6,0
8406d93ffffffff,1,0
8406d95ffffffff,6,0
8406d97ffffffff,4,0
8406d99ffffffff,4,0
8406d9bffffffff,8,0
8406d9dffffffff,9,0
8406da3ffffffff,1,0
8406da9ffffffff,2,0
8406dadffffffff,1,0
8406db1ffffffff,6,0
8406db3ffffffff,1,0
8406db5ffffffff,1,0
8406db7ffffffff,11,0
8406db9ffffffff,2,0
8406dbbffffffff,5,0
8406dbdffffffff,3,0
8406dc3ffffffff,2,0
8406dc7ffffffff,2,0
8406dcbffffffff,11,0
8406dd1ffffffff,15,0
8406dd3ffffffff,6,0
8406dd5ffffffff,7,0
8406dd7ffffffff,15,0
8406dd9ffffffff,7,0
8406ddbffffffff,13,0
8406dddffffffff,13,0
8406de3ffffffff,1,0
8407401ffffffff,2,0
8407403ffffffff,5,0
8407405ffffffff,3,0
8407407ffffffff,1,0
8407409ffffffff,2,0
840740bffffffff,5,0
840740dffffffff,3,0
8407411ffffffff,28,0
8407413ffffffff,30,0
8407415ffffffff,26,0
8407417ffffffff,29,0
8407419ffffffff,13,0
840741bffffffff,31,0
840741dffffffff,24,0
8407421ffffffff,1,0
8407423ffffffff,5,0
8407427ffffffff,1,0
840742bffffffff,6,0
8407431ffffffff,8,0
8407433ffffffff,38,0
8407435ffffffff,5,0
8407437ffffffff,10,0
8407439ffffffff,6,0
840743bffffffff,26,0
840743dffffffff,1,0
8407441ffffffff,3,0
8407443ffffffff,2,0
8407447ffffffff,1,0
8407449ffffffff,1,0
840744bffffffff,4,0
8407451ffffffff,19,0
8407453ffffffff,13,0
8407455ffffffff,4,0
8407457ffffffff,22,0
8407459ffffffff,4,0
840745bffffffff,11,0
840745dffffffff,4,0
8407461ffffffff,8,0
8407463ffffffff,1,0
8407465ffffffff,1,0
8407467ffffffff,6,0
8407469ffffffff,9,0
840746dffffffff,1,0
8407481ffffffff,7,0
8407483ffffffff,1,0
8407485ffffffff,16,0
8407487ffffffff,10,0
8407489ffffffff,34,0
840748bffffffff,7,0
840748dffffffff,15,0
8407495ffffffff,1,0
84074a1ffffffff,25,0
84074a3ffffffff,3,0
84074a5ffffffff,18,0
84074a7ffffffff,17,0
84074a9ffffffff,24,0
84074abffffffff,16,0
84074adffffffff,7,0
84074b1ffffffff,7,0
84074b9ffffffff,19,0
84074bbffffffff,1,0
84074bdffffffff,15,0
84074c1ffffffff,6,0
84074c3ffffffff,30,0
84074c5ffffffff,44,0
84074c7ffffffff,10,0
