hex,count_good_aircraft,count_bad_aircraft
8401043ffffffff,2,0
8401047ffffffff,2,0
8401049ffffffff,1,0
840104dffffffff,1,0
8401059ffffffff,1,0
840105dffffffff,2,0
840106bffffffff,2,0
8401201ffffffff,1,0
8401203ffffffff,1,0
8401205ffffffff,2,0
8401207ffffffff,3,0
8401211ffffffff,3,0
8401219ffffffff,4,0
840121bffffffff,2,0
8401231ffffffff,2,0
8401233ffffffff,1,0
8401235ffffffff,1,0
8401239ffffffff,1,0
8401245ffffffff,1,1
840124bffffffff,2,0
8401251ffffffff,4,0
8401253ffffffff,4,0
8401257ffffffff,3,0
840125bffffffff,4,0
8401261ffffffff,1,1
8401263ffffffff,1,0
8401265ffffffff,1,0
8401267ffffffff,1,0
840126bffffffff,1,0
84012c1ffffffff,1,0
84012c5ffffffff,2,0
84012c7ffffffff,2,0
84012c9ffffffff,3,0
84012cbffffffff,2,0
84012cdffffffff,1,0
8401311ffffffff,1,0
8401313ffffffff,1,0
840131bffffffff,1,0
8401351ffffffff,1,0
8401359ffffffff,2,1
840135bffffffff,1,1
840135dffffffff,2,1
8406289ffffffff,2,0
840628bffffffff,1,0
8406291ffffffff,1,0
8406293ffffffff,1,0
8406295ffffffff,1,0
8406299ffffffff,2,0
840629bffffffff,3,0
840629dffffffff,1,0
84062c3ffffffff,1,0
84062d1ffffffff,17,0
84062d3ffffffff,6,0
84062d5ffffffff,15,0
84062d7ffffffff,5,0
84062d9ffffffff,14,0
84062dbffffffff,8,0
84062ddffffffff,6,0
8406601ffffffff,2,0
8406605ffffffff,9,0
8406607ffffffff,1,0
8406609ffffffff,6,0
840660dffffffff,10,0
8406621ffffffff,14,0
8406625ffffffff,2,0
8406627ffffffff,6,0
8406629ffffffff,10,0
840662bffffffff,8,0
840662dffffffff,4,0
8406641ffffffff,8,0
8406643ffffffff,6,0
8406645ffffffff,8,0
8406647ffffffff,9,0
8406649ffffffff,3,0
840664dffffffff,10,0
8406661ffffffff,12,0
8406663ffffffff,15,0
8406665ffffffff,10,0
8406667ffffffff,6,0
8406669ffffffff,15,0
840666bffffffff,18,0
840666dffffffff,5,0
8406703ffffffff,8,0
8406709ffffffff,2,0
8406715ffffffff,3,0
840671dffffffff,28,0
8406743ffffffff,5,0
840674bffffffff,3,0
8406751ffffffff,31,0
8406753ffffffff,4,0
8406757ffffffff,32,0
8406759ffffffff,24,0
840675bffffffff,9,0
840675dffffffff,6,0
8406c31ffffffff,6,0
8406c37ffffffff,5,0
8406c83ffffffff,3,0
8406c85ffffffff,14,0
8406c95ffffffff,3,0
8406c9dffffffff,1,0
8406ca1ffffffff,11,0
8406ca3ffffffff,4,0
8406ca5ffffffff,10,0
8406ca7ffffffff,4,0
8406ca9ffffffff,7,0
8406cabffffffff,7,0
8406cadffffffff,2,0
8406cb1ffffffff,2,0
8406cb3ffffffff,1,0
8406cb7ffffffff,2,0
8406cb9ffffffff,3,0
8406cbbffffffff,3,0
8406ce1ffffffff,5,0
8406ce5ffffffff,7,0
8406ce7ffffffff,2,0
8406ce9ffffffff,2,0
8406cedffffffff,3,0
8406d81ffffffff,4,0
8406d83ffffffff,2,0
8406d85ffffffff,1,0
8406d87ffffffff,1,0
8406d89ffffffff,4,0
8406d8bffffffff,2,0
8406d91ffffffff,5,0
8406d93ffffffff,1,0
8406d95ffffffff,4,0
8406d97ffffffff,2,0
8406d99ffffffff,4,0
8406d9bffffffff,10,0
8406d9dffffffff,7,0
8406da9ffffffff,1,0
8406dabffffffff,1,0
8406db1ffffffff,4,0
8406db3ffffffff,2,0
8406db7ffffffff,10,0
8406db9ffffffff,1,0
8406dbbffffffff,4,0
8406dbdffffffff,1,0
8406dc1ffffffff,1,0
8406dc3ffffffff,4,0
8406dc7ffffffff,2,0
8406dc9ffffffff,1,0
8406dcbffffffff,9,0
8406dd1ffffffff,9,0
8406dd3ffffffff,4,0
8406dd5ffffffff,2,0
8406dd7ffffffff,8,0
8406dd9ffffffff,4,0
8406ddbffffffff,5,0
8406dddffffffff,12,0
8407401ffffffff,15,0
8407403ffffffff,5,0
8407405ffffffff,19,0
8407407ffffffff,9,1
8407409ffffffff,13,0
840740bffffffff,7,0
840740dffffffff,18,0
8407411ffffffff,1,0
8407415ffffffff,5,0
8407417ffffffff,6,0
8407421ffffffff,1,0
8407423ffffffff,25,0
8407425ffffffff,1,0
