hex,count_good_aircraft,count_bad_aircraft
8401043ffffffff,2,0
8401047ffffffff,2,0
8401049ffffffff,1,0
840104dffffffff,1,0
8401059ffffffff,5,0
840105bffffffff,2,0
840105dffffffff,2,0
8401069ffffffff,1,0
840106bffffffff,1,0
8401201ffffffff,4,0
8401205ffffffff,1,0
8401207ffffffff,4,0
8401209ffffffff,2,0
840120dffffffff,6,0
8401221ffffffff,4,0
8401223ffffffff,2,0
8401225ffffffff,4,0
8401227ffffffff,4,0
8401229ffffffff,1,0
840122bffffffff,3,0
840122dffffffff,4,1
8401231ffffffff,4,0
8401233ffffffff,3,0
8401235ffffffff,1,0
8401237ffffffff,1,0
8401239ffffffff,4,0
8401241ffffffff,5,0
8401243ffffffff,3,0
8401245ffffffff,7,3
8401247ffffffff,9,3
840124bffffffff,3,0
840124dffffffff,3,2
8401259ffffffff,2,0
840125bffffffff,2,0
8401261ffffffff,6,0
8401263ffffffff,6,0
8401265ffffffff,5,1
8401267ffffffff,6,2
8401269ffffffff,5,1
840126bffffffff,7,0
840126dffffffff,3,0
84012c1ffffffff,2,0
84012c7ffffffff,1,0
84012c9ffffffff,2,0
84012cbffffffff,3,0
8401303ffffffff,1,0
840130bffffffff,2,0
8401311ffffffff,1,0
8401315ffffffff,2,1
8401317ffffffff,1,0
8401319ffffffff,3,0
840131bffffffff,1,0
840131dffffffff,1,0
8401351ffffffff,7,0
8401353ffffffff,7,0
8401355ffffffff,3,0
8401357ffffffff,4,0
8401359ffffffff,7,2
840135bffffffff,4,1
840135dffffffff,9,2
8406281ffffffff,1,0
8406283ffffffff,1,0
8406289ffffffff,1,0
840628bffffffff,2,0
8406291ffffffff,5,0
8406293ffffffff,4,0
8406295ffffffff,2,0
8406297ffffffff,1,0
8406299ffffffff,10,0
840629bffffffff,7,0
840629dffffffff,5,0
84062c1ffffffff,1,0
84062c3ffffffff,5,0
84062c7ffffffff,1,0
84062cbffffffff,5,0
84062d1ffffffff,13,0
84062d3ffffffff,16,0
84062d5ffffffff,11,0
84062d7ffffffff,3,0
84062d9ffffffff,14,0
84062dbffffffff,14,0
84062ddffffffff,8,0
8406601ffffffff,6,0
8406603ffffffff,1,0
8406605ffffffff,9,0
8406607ffffffff,2,0
8406609ffffffff,10,0
840660bffffffff,4,0
840660dffffffff,50,0
8406621ffffffff,56,0
8406623ffffffff,2,0
8406625ffffffff,13,0
8406627ffffffff,26,0
8406629ffffffff,55,0
840662bffffffff,5,0
840662dffffffff,14,0
8406631ffffffff,1,0
840663dffffffff,2,0
8406641ffffffff,55,0
8406643ffffffff,7,0
8406645ffffffff,18,0
8406647ffffffff,57,0
8406649ffffffff,21,0
840664dffffffff,11,0
840665dffffffff,2,0
8406661ffffffff,14,0
8406663ffffffff,66,0
8406665ffffffff,35,0
8406667ffffffff,13,0
8406669ffffffff,22,0
840666bffffffff,70,0
840666dffffffff,42,0
8406703ffffffff,11,0
840670bffffffff,4,0
8406713ffffffff,1,0
8406715ffffffff,10,0
8406719ffffffff,2,0
840671dffffffff,58,0
8406743ffffffff,4,0
840674bffffffff,9,0
840674dffffffff,2,0
8406751ffffffff,59,0
8406753ffffffff,7,0
8406755ffffffff,3,0
8406757ffffffff,65,0
8406759ffffffff,65,0
840675bffffffff,9,0
840675dffffffff,7,0
8406c31ffffffff,2,0
8406c33ffffffff,3,0
8406c37ffffffff,6,0
8406c83ffffffff,68,0
8406c85ffffffff,33,0
8406c87ffffffff,1,0
8406c8dffffffff,1,0
8406c95ffffffff,65,0
8406c9dffffffff,50,0
8406ca1ffffffff,5,0
8406ca3ffffffff,30,0
8406ca5ffffffff,25,0
8406ca7ffffffff,3,0
8406ca9ffffffff,2,0
8406cabffffffff,33,0
8406cadffffffff,36,0
8406cb1ffffffff,65,0
8406cb3ffffffff,8,0
8406cb5ffffffff,2,0
8406cb7ffffffff,57,0
8406cb9ffffffff,63,0
8406cbbffffffff,38,0
8406ce1ffffffff,42,0
8406ce5ffffffff,45,0
8406ce7ffffffff,38,0
8406ce9ffffffff,27,0
8406cedffffffff,39,0
8406d81ffffffff,3,0
8406d83ffffffff,17,0
8406d85ffffffff,6,0
8406d87ffffffff,1,0
8406d89ffffffff,4,0
8406d8bffffffff,19,0
8406d8dffffffff,5,0
8406d91ffffffff,34,0
8406d95ffffffff,5,0
8406d97ffffffff,16,0
8406d99ffffffff,42,0
