hex,count_good_aircraft,count_bad_aircraft
8401043ffffffff,3,0
8401047ffffffff,3,0
8401059ffffffff,1,0
840105dffffffff,3,0
8401069ffffffff,2,0
840106bffffffff,3,0
8401201ffffffff,3,0
8401203ffffffff,1,0
8401205ffffffff,2,0
8401207ffffffff,2,0
840120dffffffff,2,0
8401221ffffffff,5,0
8401223ffffffff,1,0
8401225ffffffff,4,0
8401227ffffffff,3,0
8401229ffffffff,2,0
840122bffffffff,1,0
840122dffffffff,1,0
8401231ffffffff,2,0
8401233ffffffff,2,0
8401239ffffffff,2,0
8401245ffffffff,1,0
840124bffffffff,2,0
840125bffffffff,1,0
8401261ffffffff,4,0
8401263ffffffff,4,0
8401265ffffffff,5,0
8401267ffffffff,5,1
8401269ffffffff,2,0
840126bffffffff,3,0
840126dffffffff,2,0
84012c1ffffffff,5,0
84012c3ffffffff,3,0
84012c9ffffffff,2,0
84012cbffffffff,4,0
8401351ffffffff,7,0
8401355ffffffff,3,0
8401357ffffffff,1,0
8401359ffffffff,8,0
840135bffffffff,3,0
840135dffffffff,8,0
8403251ffffffff,1,0
8403263ffffffff,0,1
8406281ffffffff,3,0
8406283ffffffff,4,0
8406289ffffffff,11,0
840628bffffffff,5,0
8406291ffffffff,11,0
8406293ffffffff,6,0
8406295ffffffff,5,0
8406297ffffffff,7,0
8406299ffffffff,12,0
840629bffffffff,8,0
840629dffffffff,10,0
84062b9ffffffff,4,0
84062c3ffffffff,8,0
84062cbffffffff,7,0
84062d1ffffffff,8,0
84062d3ffffffff,10,0
84062d5ffffffff,13,0
84062d7ffffffff,7,0
84062d9ffffffff,14,0
84062dbffffffff,7,0
84062ddffffffff,13,0
8406601ffffffff,19,0
8406603ffffffff,4,0
8406605ffffffff,6,0
8406607ffffffff,13,0
8406609ffffffff,16,0
840660bffffffff,18,0
840660dffffffff,3,0
8406621ffffffff,31,0
8406625ffffffff,16,0
8406627ffffffff,10,0
8406629ffffffff,15,0
840662bffffffff,15,0
840662dffffffff,31,0
8406639ffffffff,2,0
840663dffffffff,1,0
8406641ffffffff,7,0
8406643ffffffff,7,0
8406645ffffffff,19,0
8406647ffffffff,5,0
8406649ffffffff,7,0
840664bffffffff,2,0
840664dffffffff,18,0
8406655ffffffff,1,0
8406661ffffffff,30,0
8406663ffffffff,19,0
8406665ffffffff,12,0
8406667ffffffff,28,0
8406669ffffffff,23,0
840666bffffffff,22,0
840666dffffffff,20,0
8406703ffffffff,6,0
8406709ffffffff,1,0
840670bffffffff,3,0
8406711ffffffff,4,0
8406713ffffffff,2,0
8406715ffffffff,8,0
840671bffffffff,2,0
840671dffffffff,28,0
8406743ffffffff,1,0
8406749ffffffff,3,0
840674bffffffff,4,0
8406751ffffffff,28,0
8406753ffffffff,2,0
8406755ffffffff,4,0
8406757ffffffff,30,0
8406759ffffffff,28,0
840675bffffffff,6,0
840675dffffffff,7,0
840676bffffffff,1,0
840676dffffffff,2,0
8406c31ffffffff,15,0
8406c33ffffffff,5,0
8406c35ffffffff,1,0
8406c37ffffffff,12,0
8406c83ffffffff,24,0
8406c85ffffffff,21,0
8406c87ffffffff,1,0
8406c93ffffffff,3,0
8406c95ffffffff,34,0
8406c9bffffffff,1,0
8406c9dffffffff,30,0
8406ca1ffffffff,13,0
8406ca3ffffffff,16,0
8406ca5ffffffff,6,0
8406ca7ffffffff,9,0
8406ca9ffffffff,8,0
8406cabffffffff,17,0
8406cadffffffff,4,0
8406cb1ffffffff,32,0
8406cb3ffffffff,12,0
8406cb5ffffffff,10,0
8406cb7ffffffff,21,0
8406cb9ffffffff,35,0
8406cbbffffffff,21,0
8406cbdffffffff,1,0
8406ce1ffffffff,5,0
8406ce3ffffffff,1,0
8406ce5ffffffff,10,0
8406ce7ffffffff,5,0
8406cedffffffff,4,0
8406d81ffffffff,8,0
8406d83ffffffff,6,0
8406d85ffffffff,3,0
8406d87ffffffff,5,0
8406d89ffffffff,8,0
8406d8bffffffff,11,0
8406d8dffffffff,1,0
8406d91ffffffff,4,0
8406d93ffffffff,1,0
8406d95ffffffff,3,0
8406d97ffffffff,2,0
8406d99ffffffff,3,0
8406d9bffffffff,6,0
8406d9dffffffff,3,0
8406da3ffffffff,3,0
8406da5ffffffff,1,0
8406da9ffffffff,3,0
8406dabffffffff,1,0
8406db1ffffffff,8,0
8406db7ffffffff,5,0
8406db9ffffffff,5,0
8406dbbffffffff,2,0
8406dbdffffffff,2,0
8406dc3ffffffff,6,0
8406dc7ffffffff,2,0
8406dc9ffffffff,2,0
8406dcbffffffff,11,0
8406dd1ffffffff,10,0
8406dd3ffffffff,3,0
8406dd5ffffffff,8,0
8406dd7ffffffff,4,0
8406dd9ffffffff,9,0
8406ddbffffffff,9,0
8406dddffffffff,13,0
8407401ffffffff,15,0
8407403ffffffff,11,0
8407405ffffffff,15,0
8407407ffffffff,12,0
8407409ffffffff,13,0
840740bffffffff,16,0
840740dffffffff,11,0
8407411ffffffff,27,0
8407413ffffffff,44,0
8407415ffffffff,36,0
8407417ffffffff,35,0
8407419ffffffff,14,0
840741bffffffff,36,0
840741dffffffff,34,0
8407421ffffffff,5,0
8407423ffffffff,24,0
8407425ffffffff,3,0
8407427ffffffff,11,0
8407429ffffffff,4,0
840742bffffffff,21,0
840742dffffffff,6,0
8407431ffffffff,21,0
8407433ffffffff,45,0
8407435ffffffff,6,0
8407437ffffffff,24,0
8407439ffffffff,10,0
840743bffffffff,40,0
840743dffffffff,7,0
8407441ffffffff,4,0
8407443ffffffff,12,0
8407445ffffffff,3,0
8407447ffffffff,4,0
8407449ffffffff,3,0
840744bffffffff,10,0
8407451ffffffff,33,0
8407453ffffffff,13,0
8407455ffffffff,13,0
8407457ffffffff,32,0
8407459ffffffff,4,0
840745bffffffff,14,0
840745dffffffff,10,0
8407461ffffffff,14,0
8407463ffffffff,3,0
8407467ffffffff,15,0
8407469ffffffff,8,0
840746bffffffff,13,0
8407481ffffffff,5,0
8407483ffffffff,1,0
8407485ffffffff,4,0
8407487ffffffff,8,0
8407489ffffffff,21,0
840748bffffffff,16,0
840748dffffffff,6,0
8407495ffffffff,1,0
84074a1ffffffff,17,0
84074a3ffffffff,1,0
84074a5ffffffff,14,0
84074a7ffffffff,17,0
84074a9ffffffff,17,0
84074abffffffff,7,0
84074adffffffff,14,0
84074b1ffffffff,2,0
84074b9ffffffff,29,0
84074bbffffffff,3,0
84074bdffffffff,14,0
84074c1ffffffff,11,0
84074c3ffffffff,18,0
84074c5ffffffff,42,0
84074c7ffffffff,11,0
84074c9ffffffff,8,0
84074cbffffffff,2,0
84074cdffffffff,37,0
84074d5ffffffff,32,0
84074ddffffffff,1,0
84074e1ffffffff,38,0
84074e3ffffffff,29,0
84074e5ffffffff,46,0
84074e7ffffffff,28,0
84074e9ffffffff,42,0
84074ebffffffff,39,0
84074edffffffff,40,0
8407511ffffffff,8,0
8407513ffffffff,10,0
8407515ffffffff,6,0
8407517ffffffff,8,0
8407519ffffffff,1,0
840751bffffffff,2,0
8407531ffffffff,15,0
8407533ffffffff,8,0
8407537ffffffff,8,0
8407539ffffffff,10,0
840753bffffffff,8,0
840753dffffffff,2,0
840755bffffffff,3,0
8407581ffffffff,4,0
8407583ffffffff,14,0
8407585ffffffff,4,0
8407587ffffffff,6,0
8407589ffffffff,3,0
840758bffffffff,14,0
840758dffffffff,8,0
8407591ffffffff,18,0
8407593ffffffff,19,0
8407595ffffffff,30,0
8407597ffffffff,20,0
8407599ffffffff,15,0
840759bffffffff,15,0
840759dffffffff,41,0
84075a1ffffffff,3,0
84075a3ffffffff,8,0
84075a5ffffffff,8,0
84075a7ffffffff,2,0
84075a9ffffffff,11,0
84075abffffffff,6,0
84075adffffffff,11,0
84075b1ffffffff,14,0
84075b3ffffffff,29,0
84075b5ffffffff,7,0
84075b7ffffffff,13,0
84075b9ffffffff,15,0
84075bbffffffff,26,0
84075bdffffffff,9,0
84075c1ffffffff,7,0
84075c3ffffffff,9,0
84075c5ffffffff,11,0
84075c7ffffffff,11,0
84075c9ffffffff,13,0
84075cbffffffff,7,0
84075cdffffffff,16,0
84075d1ffffffff,94,0
84075d3ffffffff,10,0
84075d5ffffffff,10,0
84075d7ffffffff,72,0
84075d9ffffffff,68,0
84075dbffffffff,52,0
84075ddffffffff,24,0
84075e1ffffffff,5,0
84075e3ffffffff,10,0
84075e5ffffffff,9,0
84075e7ffffffff,11,0
84075e9ffffffff,14,0
84075ebffffffff,10,0
