hex,count_good_aircraft,count_bad_aircraft
8401043ffffffff,1,0
8401047ffffffff,1,0
8401049ffffffff,1,0
840104dffffffff,1,0
8401059ffffffff,3,0
840105dffffffff,1,0
8401069ffffffff,1,0
840106bffffffff,1,0
8401205ffffffff,3,0
840120dffffffff,1,0
8401221ffffffff,3,0
8401223ffffffff,1,1
8401225ffffffff,5,0
8401227ffffffff,4,0
8401229ffffffff,1,0
840122bffffffff,2,0
840122dffffffff,2,0
8401231ffffffff,1,0
8401233ffffffff,1,0
8401235ffffffff,3,0
8401237ffffffff,3,0
840123bffffffff,1,0
8401241ffffffff,3,0
8401243ffffffff,1,0
8401245ffffffff,2,0
8401247ffffffff,3,0
8401261ffffffff,5,0
8401263ffffffff,4,0
8401265ffffffff,6,1
8401267ffffffff,4,2
8401269ffffffff,3,1
840126bffffffff,4,0
840126dffffffff,3,0
84012c1ffffffff,5,0
84012c3ffffffff,3,0
84012c5ffffffff,1,0
84012c7ffffffff,2,0
84012c9ffffffff,4,0
84012cbffffffff,5,0
84012cdffffffff,1,0
84012edffffffff,1,0
8401303ffffffff,1,1
8401311ffffffff,1,1
8401315ffffffff,1,0
8401317ffffffff,1,0
8401319ffffffff,3,0
840131bffffffff,1,0
8401351ffffffff,7,0
8401353ffffffff,5,0
8401355ffffffff,2,0
8401357ffffffff,3,0
8401359ffffffff,7,0
840135bffffffff,4,1
840135dffffffff,9,0
8406281ffffffff,2,0
8406289ffffffff,3,0
840628bffffffff,1,0
8406291ffffffff,1,0
8406293ffffffff,4,0
8406295ffffffff,1,0
8406297ffffffff,1,0
8406299ffffffff,2,0
840629bffffffff,8,0
840629dffffffff,4,0
84062b9ffffffff,1,0
84062c1ffffffff,1,0
84062c3ffffffff,6,0
84062c9ffffffff,1,0
84062cbffffffff,2,0
84062d1ffffffff,5,0
84062d3ffffffff,4,0
84062d5ffffffff,3,0
84062d7ffffffff,4,0
84062d9ffffffff,7,0
84062dbffffffff,5,0
84062ddffffffff,4,0
840644bffffffff,2,0
840644dffffffff,1,0
8406469ffffffff,2,0
8406601ffffffff,6,0
8406605ffffffff,19,0
8406609ffffffff,24,0
840660bffffffff,2,0
840660dffffffff,16,0
8406621ffffffff,44,0
8406625ffffffff,20,0
8406627ffffffff,27,0
8406629ffffffff,34,0
840662bffffffff,16,0
840662dffffffff,36,0
840663dffffffff,1,0
8406641ffffffff,13,0
8406643ffffffff,13,0
8406645ffffffff,37,0
8406647ffffffff,6,0
8406649ffffffff,11,0
840664bffffffff,5,0
840664dffffffff,38,0
8406661ffffffff,53,0
8406663ffffffff,32,0
8406665ffffffff,18,0
8406667ffffffff,26,0
8406669ffffffff,46,0
840666bffffffff,41,0
840666dffffffff,15,0
8406703ffffffff,17,0
8406709ffffffff,4,0
840670bffffffff,2,0
8406713ffffffff,6,0
8406715ffffffff,7,0
8406717ffffffff,1,0
840671dffffffff,37,0
8406739ffffffff,2,0
840673bffffffff,2,0
8406743ffffffff,11,0
840674bffffffff,11,0
840674dffffffff,1,0
8406751ffffffff,34,0
8406753ffffffff,7,0
8406755ffffffff,2,0
8406757ffffffff,44,0
8406759ffffffff,32,0
840675bffffffff,18,0
840675dffffffff,8,0
8406769ffffffff,1,0
8406c31ffffffff,9,0
8406c33ffffffff,1,0
8406c35ffffffff,1,0
8406c37ffffffff,8,0
8406c83ffffffff,30,0
8406c85ffffffff,15,0
8406c87ffffffff,1,0
8406c8dffffffff,4,0
8406c95ffffffff,40,0
8406c9dffffffff,36,0
8406ca1ffffffff,8,0
8406ca3ffffffff,5,0
8406ca5ffffffff,4,0
8406ca7ffffffff,7,0
8406ca9ffffffff,4,0
8406cabffffffff,13,0
8406cadffffffff,2,0
8406cb1ffffffff,37,0
8406cb3ffffffff,17,0
8406cb5ffffffff,2,0
8406cb7ffffffff,27,0
8406cb9ffffffff,41,0
8406cbbffffffff,23,0
8406cbdffffffff,1,0
8406ce1ffffffff,14,0
8406ce3ffffffff,3,0
8406ce5ffffffff,16,0
8406ce7ffffffff,4,0
8406ce9ffffffff,3,0
8406cedffffffff,4,0
8406d81ffffffff,5,0
8406d83ffffffff,5,0
8406d85ffffffff,7,0
8406d87ffffffff,7,0
8406d89ffffffff,6,0
8406d8bffffffff,7,0
8406d8dffffffff,7,0
8406d91ffffffff,3,0
8406d93ffffffff,4,0
8406d95ffffffff,9,0
8406d97ffffffff,3,0
8406d99ffffffff,8,0
8406d9bffffffff,4,0
8406d9dffffffff,10,0
8406da1ffffffff,2,0
8406da5ffffffff,13,0
8406da9ffffffff,7,0
8406dabffffffff,7,0
8406dadffffffff,13,0
8406db1ffffffff,2,0
8406db9ffffffff,2,0
8406dbbffffffff,8,0
8406dc1ffffffff,1,0
8406dc3ffffffff,11,0
8406dc5ffffffff,1,0
8406dc7ffffffff,8,0
8406dcbffffffff,17,0
8406dd1ffffffff,11,0
8406dd3ffffffff,9,0
8406dd5ffffffff,4,0
8406dd7ffffffff,14,0
8406dd9ffffffff,7,0
8406ddbffffffff,16,0
8406dddffffffff,16,0
8406de1ffffffff,5,0
8406de3ffffffff,5,0
8406de9ffffffff,1,0
8406debffffffff,3,0
8407401ffffffff,8,0
8407403ffffffff,8,0
8407405ffffffff,7,0
8407407ffffffff,5,0
8407409ffffffff,3,0
840740bffffffff,8,0
840740dffffffff,4,0
8407411ffffffff,6,0
8407413ffffffff,1,0
8407415ffffffff,10,0
8407417ffffffff,12,0
8407419ffffffff,3,0
840741dffffffff,2,0
8407421ffffffff,2,0
8407423ffffffff,11,0
8407425ffffffff,2,0
8407427ffffffff,6,0
8407429ffffffff,3,0
840742bffffffff,11,0
840742dffffffff,2,0
8407431ffffffff,20,0
8407433ffffffff,59,0
8407435ffffffff,3,0
8407437ffffffff,21,0
8407439ffffffff,9,0
840743bffffffff,46,0
840743dffffffff,2,0
8407443ffffffff,3,0
8407445ffffffff,4,0
8407447ffffffff,1,0
840744bffffffff,6,0
840744dffffffff,1,0
8407455ffffffff,8,0
