hex,count_good_aircraft,count_bad_aircraft
8401043ffffffff,2,0
8401047ffffffff,1,0
8401059ffffffff,1,0
840105dffffffff,2,0
840106bffffffff,2,0
8401201ffffffff,1,0
8401207ffffffff,2,0
840120dffffffff,1,0
8401219ffffffff,1,0
840121bffffffff,1,0
8401221ffffffff,1,0
8401223ffffffff,2,0
8401225ffffffff,2,0
8401227ffffffff,2,0
8401229ffffffff,1,0
840122bffffffff,2,0
840122dffffffff,1,0
8401231ffffffff,1,0
8401233ffffffff,1,0
8401239ffffffff,1,0
840124bffffffff,1,0
840125dffffffff,2,0
8401261ffffffff,3,0
8401263ffffffff,2,0
8401265ffffffff,2,0
8401267ffffffff,6,2
84012c1ffffffff,5,0
84012c3ffffffff,5,0
84012c9ffffffff,2,0
84012cbffffffff,5,0
8401351ffffffff,5,1
8401355ffffffff,1,0
8401359ffffffff,5,1
840135bffffffff,4,1
840135dffffffff,9,0
840320dffffffff,1,0
8403263ffffffff,1,0
8406281ffffffff,6,0
8406283ffffffff,4,0
8406289ffffffff,10,0
840628bffffffff,1,0
840628dffffffff,1,0
8406291ffffffff,5,0
8406293ffffffff,3,0
8406295ffffffff,4,0
8406297ffffffff,3,0
8406299ffffffff,5,0
840629bffffffff,3,0
840629dffffffff,5,0
84062b9ffffffff,4,0
84062bbffffffff,1,0
84062c3ffffffff,3,0
84062c7ffffffff,1,0
84062cbffffffff,3,0
84062d1ffffffff,4,0
84062d3ffffffff,4,0
84062d5ffffffff,5,0
84062d7ffffffff,5,0
84062d9ffffffff,8,0
84062dbffffffff,3,0
84062ddffffffff,9,0
8406601ffffffff,12,0
8406603ffffffff,6,0
8406605ffffffff,11,0
8406607ffffffff,3,0
8406609ffffffff,24,0
840660bffffffff,13,0
840660dffffffff,12,0
8406621ffffffff,30,0
8406625ffffffff,21,0
8406627ffffffff,9,0
8406629ffffffff,27,0
840662bffffffff,4,0
840662dffffffff,37,0
8406639ffffffff,1,0
840663dffffffff,1,0
8406641ffffffff,6,0
8406643ffffffff,10,0
8406645ffffffff,20,0
8406647ffffffff,6,0
8406649ffffffff,6,0
840664bffffffff,5,0
840664dffffffff,26,0
840665dffffffff,1,0
8406661ffffffff,36,0
8406663ffffffff,24,0
8406665ffffffff,26,0
8406667ffffffff,24,0
8406669ffffffff,33,0
840666bffffffff,24,0
840666dffffffff,28,0
8406703ffffffff,14,0
8406707ffffffff,1,0
840670bffffffff,2,0
8406711ffffffff,1,0
8406713ffffffff,2,0
8406715ffffffff,13,0
8406719ffffffff,1,0
840671dffffffff,30,0
8406739ffffffff,2,0
8406743ffffffff,9,0
8406749ffffffff,6,0
840674bffffffff,20,0
8406751ffffffff,31,0
8406755ffffffff,4,0
8406757ffffffff,33,0
8406759ffffffff,23,0
840675bffffffff,11,0
840675dffffffff,10,0
840676bffffffff,1,0
840676dffffffff,1,0
8406c17ffffffff,1,0
8406c31ffffffff,9,0
8406c33ffffffff,1,0
8406c35ffffffff,6,0
8406c37ffffffff,7,0
8406c83ffffffff,20,0
8406c85ffffffff,20,0
8406c91ffffffff,2,0
8406c93ffffffff,8,0
8406c95ffffffff,27,0
8406c9dffffffff,21,0
8406ca1ffffffff,15,0
8406ca3ffffffff,6,0
8406ca5ffffffff,10,0
8406ca7ffffffff,7,0
8406ca9ffffffff,10,0
8406cabffffffff,11,0
8406cadffffffff,2,0
8406cb1ffffffff,25,0
8406cb3ffffffff,5,0
8406cb5ffffffff,9,0
8406cb7ffffffff,17,0
8406cb9ffffffff,28,0
8406cbbffffffff,12,0
8406cbdffffffff,1,0
8406ce1ffffffff,5,0
8406ce5ffffffff,13,0
8406ce7ffffffff,2,0
8406ce9ffffffff,3,0
8406cedffffffff,4,0
8406d83ffffffff,7,0
8406d85ffffffff,1,0
8406d87ffffffff,2,0
8406d8bffffffff,8,0
8406d8dffffffff,2,0
8406d91ffffffff,7,0
8406d95ffffffff,6,0
8406d97ffffffff,4,0
8406d99ffffffff,6,0
8406d9bffffffff,9,0
8406d9dffffffff,7,0
8406da5ffffffff,3,0
8406da9ffffffff,4,0
8406dadffffffff,7,0
8406db1ffffffff,5,0
8406db3ffffffff,1,0
8406db7ffffffff,8,0
8406db9ffffffff,3,0
8406dbbffffffff,7,0
8406dbdffffffff,2,0
8406dc1ffffffff,1,0
8406dc3ffffffff,4,0
8406dc7ffffffff,3,0
8406dcbffffffff,6,0
8406dd1ffffffff,9,0
8406dd3ffffffff,8,0
8406dd5ffffffff,3,0
8406dd7ffffffff,11,0
8406dd9ffffffff,2,0
8406ddbffffffff,14,0
8406dddffffffff,3,0
8406de3ffffffff,4,0
8407401ffffffff,12,0
8407403ffffffff,11,0
8407405ffffffff,11,0
8407407ffffffff,8,0
8407409ffffffff,9,0
840740bffffffff,14,0
840740dffffffff,10,0
8407411ffffffff,36,0
8407413ffffffff,56,0
8407415ffffffff,28,0
