hex,count_good_aircraft,count_bad_aircraft
8401043ffffffff,2,0
8401047ffffffff,1,0
8401049ffffffff,4,0
840104bffffffff,3,0
840104dffffffff,1,0
8401059ffffffff,2,0
840105dffffffff,4,0
840106bffffffff,2,0
8401205ffffffff,1,0
8401207ffffffff,2,0
8401211ffffffff,1,0
840121bffffffff,1,0
8401221ffffffff,6,0
8401223ffffffff,2,0
8401225ffffffff,7,0
8401227ffffffff,6,0
8401229ffffffff,2,0
840122bffffffff,3,0
840122dffffffff,2,0
8401231ffffffff,1,0
8401235ffffffff,3,0
8401237ffffffff,3,0
840123dffffffff,1,0
8401251ffffffff,1,0
8401253ffffffff,2,0
8401257ffffffff,2,0
8401261ffffffff,4,1
8401263ffffffff,1,0
8401265ffffffff,1,0
8401267ffffffff,5,4
8401269ffffffff,2,0
840126bffffffff,5,0
840126dffffffff,2,0
84012c1ffffffff,4,0
84012c3ffffffff,2,0
84012c5ffffffff,1,0
84012c7ffffffff,3,0
84012c9ffffffff,4,0
84012cbffffffff,7,0
84012cdffffffff,2,0
84012ddffffffff,1,0
8401301ffffffff,1,1
840131bffffffff,1,0
8401349ffffffff,4,1
840134bffffffff,4,0
8401351ffffffff,8,0
8401353ffffffff,3,0
8401355ffffffff,3,0
8401359ffffffff,10,1
840135bffffffff,3,0
840135dffffffff,10,0
84032e5ffffffff,1,0
840628bffffffff,3,0
8406291ffffffff,2,0
8406293ffffffff,2,0
8406297ffffffff,2,0
8406299ffffffff,3,0
840629bffffffff,3,0
84062c1ffffffff,2,0
84062c3ffffffff,1,0
84062c7ffffffff,1,0
84062cbffffffff,1,0
84062d1ffffffff,10,0
84062d3ffffffff,4,0
84062d5ffffffff,8,0
84062d7ffffffff,2,0
84062d9ffffffff,10,0
84062dbffffffff,5,0
84062ddffffffff,3,0
8406601ffffffff,4,0
8406605ffffffff,6,0
8406607ffffffff,4,0
8406609ffffffff,19,0
840660dffffffff,19,0
8406621ffffffff,27,0
8406625ffffffff,13,0
8406627ffffffff,13,0
8406629ffffffff,20,0
840662bffffffff,5,0
840662dffffffff,28,0
840663dffffffff,5,0
8406641ffffffff,20,0
8406643ffffffff,7,0
8406645ffffffff,12,0
8406647ffffffff,19,0
8406649ffffffff,8,0
840664dffffffff,15,0
8406661ffffffff,33,0
8406663ffffffff,13,0
8406665ffffffff,16,0
8406667ffffffff,29,0
8406669ffffffff,29,0
840666bffffffff,13,0
840666dffffffff,20,0
8406703ffffffff,4,0
8406709ffffffff,1,0
840670bffffffff,3,0
8406715ffffffff,4,0
840671dffffffff,29,0
8406739ffffffff,1,0
8406743ffffffff,6,0
8406749ffffffff,1,0
840674bffffffff,4,0
8406751ffffffff,28,0
8406753ffffffff,2,0
8406755ffffffff,9,0
8406757ffffffff,33,0
8406759ffffffff,25,0
840675bffffffff,6,0
840675dffffffff,13,0
8406c35ffffffff,1,0
8406c37ffffffff,3,0
8406c85ffffffff,14,0
8406ca1ffffffff,7,0
8406ca9ffffffff,7,0
8406cabffffffff,3,0
8406cadffffffff,2,0
8406ce1ffffffff,4,0
8406ce5ffffffff,15,0
8406ce7ffffffff,2,0
8406d9dffffffff,2,0
8406dc3ffffffff,3,0
8406dc7ffffffff,1,0
8406dcbffffffff,12,0
8406dd1ffffffff,20,0
8406dd3ffffffff,6,0
8406dd5ffffffff,4,0
8406dd7ffffffff,12,0
8406dd9ffffffff,8,0
8406ddbffffffff,18,0
8406dddffffffff,11,0
8407401ffffffff,4,0
8407403ffffffff,12,0
8407405ffffffff,10,0
8407407ffffffff,4,0
8407409ffffffff,4,0
840740bffffffff,12,0
840740dffffffff,5,0
8407411ffffffff,2,0
8407415ffffffff,9,0
8407417ffffffff,17,0
8407419ffffffff,1,0
840741bffffffff,1,0
8407421ffffffff,2,0
8407423ffffffff,17,0
8407425ffffffff,1,0
8407427ffffffff,2,0
8407429ffffffff,4,0
840742bffffffff,15,0
840742dffffffff,1,0
8407431ffffffff,15,0
8407433ffffffff,54,0
8407435ffffffff,8,0
8407437ffffffff,21,0
8407439ffffffff,6,0
840743bffffffff,32,0
840743dffffffff,3,0
8407443ffffffff,4,0
8407447ffffffff,3,0
840744bffffffff,3,0
8407453ffffffff,1,0
8407455ffffffff,11,0
840745dffffffff,9,0
8407461ffffffff,7,0
8407463ffffffff,6,0
8407467ffffffff,2,0
8407469ffffffff,3,0
840746bffffffff,3,0
840746dffffffff,1,0
840748dffffffff,2,0
84074a1ffffffff,19,0
84074a3ffffffff,4,0
84074a5ffffffff,17,0
84074a7ffffffff,16,0
84074a9ffffffff,19,0
84074abffffffff,1,0
84074adffffffff,14,0
84074c1ffffffff,6,0
84074c3ffffffff,2,0
84074c5ffffffff,19,0
84074c7ffffffff,9,0
84074e1ffffffff,33,0
84074e3ffffffff,37,0
84074e5ffffffff,40,0
84074e7ffffffff,29,0
84074e9ffffffff,27,0
